hash	auto_verified	verified	checked	citation	title	author	year
('Models and algorithms for efficient color image indexing', 1997)	0	1	1	I. K. Park, I. D. Yun and S. U. Lee, Models and algorithms for efficient color imageindexing, in Proc. IEEE Workshop Content-Based Access of Image and VideoLibraries, 1997, pp. 36â€“41.	Models and algorithms for efficient color image indexing	In Kyu Park In Kyu Park and Il Dong Yun Il Dong Yun and Sang Uk Lee Sang Uk Lee	1997
('An Exact Parallel Algorithm for the Maximum Clique Problem', 1998)	0	1	1	P. Pardalos, J. Rappe and M. G. C. Resende, An exact parallel algorithm for themaximum clique problem, in High Performance Algorithms and Software in NonlinearOptimization (Kluwer Academic Publishers, 1998).	An Exact Parallel Algorithm for the Maximum Clique Problem	Panos M. Pardalos and Jonas Rappe and Mauricio G. C. Resende	1998
('Relaxation labeling networks that solve the maximum clique problem', 1995)	0	0	1	Pelillo, M., & Jagota, A. (1995). Feasible and infeasible maxima in a quadraticprogram for maximum clique. J. Artif. Neural Networks, 2, 411–420.	Relaxation labeling networks that solve the maximum clique problem	M. Pelillo	1995
('M. Pelillo, Relaxation labeling networks for the maximum clique problem, J. Artif.Neural Networks 2 (1995) 313â€“328.', 'CITATION ONLY')	0	1	1	M. Pelillo, Relaxation labeling networks for the maximum clique problem, J. Artif.Neural Networks 2 (1995) 313â€“328.	Relaxation labeling networks that solve the maximum clique problem	M. Pelillo	1995
('M. Pelillo, K. Siddiqi, S. Zucker, "Matching hierarchical structures using associated graphs", IEEE Trans. PAMI, vol. 21, pp. 1105-1120, 1999.', 'CITATION ONLY')	0	1	1	M. Pelillo, K. Siddiqi, S. Zucker, "Matching hierarchical structures using associated graphs", IEEE Trans. PAMI, vol. 21, pp. 1105-1120, 1999.	Matching hierarchical structures using association graphs	M. Pelillo and K. Siddiqi and S.W. Zucker	1999
('Perchant, A., Boeres, C., Bloch, I., Roux, M., Ribeiro, C.C.: Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm. In: 2nd IAPR-TC-15 Workshop on Graph-based Representations, pp. 61â€“70 (1999)', 'CITATION ONLY')	0	0	1	Perchant, A., Boeres, C., Bloch, I., Roux, M., Ribeiro, C.C.: Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm. In: 2nd IAPR-TC-15 Workshop on Graph-based Representations, pp. 61â€“70 (1999)	Graph fuzzy homomorphism interpreted as fuzzy association graphs	A. Perchant and I. Bloch	None
('J. Rocha and T. Pavlidis, A shape analysis model with applications to a characterrecognition system, IEEE Trans. Patt. Anal. Mach. Intell. 16 (1994) 393â€“404.', 'CITATION ONLY')	0	1	1	J. Rocha and T. Pavlidis, A shape analysis model with applications to a characterrecognition system, IEEE Trans. Patt. Anal. Mach. Intell. 16 (1994) 393â€“404.	A shape analysis model with applications to a character recognition system	J. Rocha and T. Pavlidis	1994
('A. Rosenfeld, R. A. Hummel and S. W. Zucker, Scene labelling by relaxationoperations, IEEE Trans. Syst. Man Cybern. 6 (1976) 420â€“433.', 'CITATION ONLY')	0	1	1	A. Rosenfeld, R. A. Hummel and S. W. Zucker, Scene labelling by relaxationoperations, IEEE Trans. Syst. Man Cybern. 6 (1976) 420â€“433.	Scene Labeling by Relaxation Operations	Azriel Rosenfeld and Robert A. Hummel and Steven W. Zucker	1976
('Artificial intelligence—a modern approach by Stuart Russell and Peter Norvig, Prentice Hall. Series in Artificial Intelligence, Englewood Cliffs, NJ.', 1996)	0	0	1	Russell SJ, Norvig P: Artificial Intelligence: A Modern Approach. 2003, N J,Prentice Hall, Upper Saddle River	Artificial intelligence—a modern approach by Stuart Russell and Peter Norvig, Prentice Hall. Series in Artificial Intelligence, Englewood Cliffs, NJ.	Gerd Brewka	1996
('F. Fuchs and H. Le Men, Building reconstruction on aerial images throughmulti-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-BasedRepresentations in Pattern Recognition, 1999, pp. 21â€“30.', 'CITATION ONLY')	0	0	1	F. Fuchs and H. Le Men, Building reconstruction on aerial images throughmulti-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-BasedRepresentations in Pattern Recognition, 1999, pp. 21â€“30.	Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition	Marcin Piekarczyk and Marek R. Ogiela	2013
('A. Sanfeliu and K. S. Fu, A distance measure between attributed relational graphsfor pattern recognition, IEEE Trans. Syst. Man Cybern. 13 (1983) 353â€“363.', 'CITATION ONLY')	0	1	1	A. Sanfeliu and K. S. Fu, A distance measure between attributed relational graphsfor pattern recognition, IEEE Trans. Syst. Man Cybern. 13 (1983) 353â€“363.	A distance measure between attributed relational graphs for pattern recognition	Alberto Sanfeliu and King-Sun Fu	1983
('Efficient algorithms for matching attributed graphs and function-described graphs', 'None')	0	0	1	F. Serratosa, R. Alquezar and A. Sanfeliu, Function-described graphs: a fastalgorithm to compute a sub-optimal matching measure, in Proc. 2nd IAPR-TC15Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 71â€“77.	Efficient algorithms for matching attributed graphs and function-described graphs	F. Serratosa and R. Alquezar and A. Sanfeliu	None
('F. Serratosa, R. Alquezar and A. Sanfeliu, Efficient algorithms for matching attributedgraphs and function-described graphs, in Proc. 15th Int. Conf. PatternRecognition, 2000, pp. 867â€“872.', 'CITATION ONLY')	0	1	1	F. Serratosa, R. Alquezar and A. Sanfeliu, Efficient algorithms for matching attributedgraphs and function-described graphs, in Proc. 15th Int. Conf. PatternRecognition, 2000, pp. 867â€“872.	Efficient algorithms for matching attributed graphs and function-described graphs	F. Serratosa and R. Alquezar and A. Sanfeliu	None
('Exact and approximate algorithms for unordered tree matching', 1994)	0	1	1	D. Shasha, J. T. L. Wang, K. Zhang and F. Y. Shih, Exact and approximate algorithmsfor unordered tree matching, IEEE Trans. Syst. Man Cybern. 24 (1994)668â€“678.	Exact and approximate algorithms for unordered tree matching	None	1994
('Efficient Graph Matching for Video Indexing', 1998)	0	1	1	K. Shearer, H. Bunke, S. Venkatesh and S. Kieronska, Efficient graph matching forvideo indexing, Computing 12(Suppl.) (1997) 53â€“62.	Efficient Graph Matching for Video Indexing	K. Shearer and H. Bunke and S. Venkatesh and D. Kieronska	1998
('K. Shearer H. Bunke and S. Venkatesh, Video indexing and similarity retrieval bylargest common subgraph detection using decision trees, Patt. Recogn. 34 (2001)1075â€“1091.', 'CITATION ONLY')	0	1	1	K. Shearer H. Bunke and S. Venkatesh, Video indexing and similarity retrieval bylargest common subgraph detection using decision trees, Patt. Recogn. 34 (2001)1075â€“1091.	Video indexing and similarity retrieval by largest common subgraph detection using decision trees	Kim Shearer and Horst Bunke and Svetha Venkatesh	2001
('Solving the maximum clique problem using PUBB', 'None')	0	1	1	Y. Shinano, T. Fujie, Y. Ikebe and R. Hirabayashi, Solving the maximum cliqueproblem using PUBB, in Proc. First Merged Int. Parallel Processing Symposium,1998, pp. 326â€“332.	Solving the maximum clique problem using PUBB	Y. Shinano and T. Fujie and Y. Ikebe and R. Hirabayashi	None
('Neural network approach for solving the maximal common subgraph problem', 1996)	0	1	1	A. Shoukry and M. Aboutabl, Neural network approach for solving the maximalcommon subgraph problem, IEEE Trans. Syst. Man Cybern. 26 (1996) 785â€“790.	Neural network approach for solving the maximal common subgraph problem	A. Shoukry and M. Aboutabl	1996
('P. Shoubridge, M. Krarne, D. Ray, "Detection of abnormal change in dynamic networks", Proc. of IDC\'99, pp. 557-562, 1999.[53]P. Suganthan, E. Tesh, D. Mital, "Pattern recognition by graph matching using Potts MFT neural networks", Pattern Recognition, vol. 28, pp. 997-1009, 1995.', 'CITATION ONLY')	0	0	1	P. Shoubridge, M. Krarne, D. Ray, "Detection of abnormal change in dynamic networks", Proc. of IDC'99, pp. 557-562, 1999.[53]P. Suganthan, E. Tesh, D. Mital, "Pattern recognition by graph matching using Potts MFT neural networks", Pattern Recognition, vol. 28, pp. 997-1009, 1995.	Pattern recognition by graph matching using the Potts MFT neural networks	P.N. Suganthan and E.K. Teoh and D.P. Mital	1995
('Self-organizing Hopfield network for attributed relational graph matching', 1995)	0	1	1	P. N. Suganthan, E. K. Teoh and D. Mital, A self organizing Hopfield network for attributed relational graph matching, Imag. Vis. Comput. 13 (1995) 61â€“73.	Self-organizing Hopfield network for attributed relational graph matching	PN Suganthan and EK Teoh and DP Mital	1995
('Using support vector machines to enhance the performance of elastic graph matching for frontal face authentication', 2001)	0	1	1	A. Tefas, C. Kotropoulos and I. Pitas, Using support vector machines to enhance theperformance of elastic graph matching for frontal face authentication, IEEE Trans.Patt. Anal. Mach. Intell. 23 (2001) 735â€“746.	Using support vector machines to enhance the performance of elastic graph matching for frontal face authentication	A. Tefas and C. Kotropoulos and I. Pitas	2001
('W. H. Tsai and K. S. Fu, Error-correcting isomorphisms of attributed relationalgraphs for pattern analysis, IEEE Trans. Syst. Man Cybern. 9 (1979) 757â€“768.', 'CITATION ONLY')	0	1	1	W. H. Tsai and K. S. Fu, Error-correcting isomorphisms of attributed relationalgraphs for pattern analysis, IEEE Trans. Syst. Man Cybern. 9 (1979) 757â€“768.	Error-Correcting Isomorphisms of Attributed Relational Graphs for Pattern Analysis	Wen-Hsiang Tsai and King-Sun Fu	1979
('S. Umeyama, An eigendecomposition approach to weighted graph matchingproblems, IEEE Trans. Patt. Anal. Mach. Intell. 10 (1988) 695â€“703.', 'CITATION ONLY')	0	1	1	S. Umeyama, An eigendecomposition approach to weighted graph matchingproblems, IEEE Trans. Patt. Anal. Mach. Intell. 10 (1988) 695â€“703.	An eigendecomposition approach to weighted graph matching problems	S. Umeyama	1988
('Non-bayesian Graph Matching without Explicit Compatibility Calculations', 2002)	0	1	1	B. J. van Wyk and M. A. van Wyk, Non-Bayesian graph matching without explicitcompatibility calculations, in Proc. Joint IAPR Int. Workshops SSPR and SPR,2002, pp. 74â€“82.	Non-bayesian Graph Matching without Explicit Compatibility Calculations	Barend Jacobus van Wyk and Michaël Antonie van Wyk	2002
('Graph distances using graph union', 2001)	0	1	1	W. D. Wallis, P. Shoubridge, M. Kraetz and D. Ray, Graph distances using graphunion, Patt. Recogn. Lett. 22 (2001) 701â€“704.	Graph distances using graph union	W.D. Wallis and P. Shoubridge and M. Kraetz and D. Ray	2001
('J. T. L. Wang, K. Zhang and G. W. Chirn, The approximate graph matchingproblem, in Proc. 12th IAPR Int. Pattern Recognition, Conf. B, 1994, pp. 284â€“288.', 'CITATION ONLY')	0	1	1	J. T. L. Wang, K. Zhang and G. W. Chirn, The approximate graph matchingproblem, in Proc. 12th IAPR Int. Pattern Recognition, Conf. B, 1994, pp. 284â€“288.	The approximate graph matching problem	None	None
('Region correspondence by inexact attributed planar graph matching', 'None')	0	1	1	C. Wang and K. Abe, Region correspondence by inexact attributed planar graphmatching, in Proc. Fifth Int. Conf. Computer Vision, 1995, pp. 440â€“447.	Region correspondence by inexact attributed planar graph matching	C. Wang and K. Abe	None
('Y. K. Wang, K. C. Fan and J. T. Horng, Genetic-based search for error-correctinggraph isomorphism, IEEE Trans. Syst. Man Cybern. B27 (1997) 589â€“597.', 'CITATION ONLY')	0	1	1	Y. K. Wang, K. C. Fan and J. T. Horng, Genetic-based search for error-correctinggraph isomorphism, IEEE Trans. Syst. Man Cybern. B27 (1997) 589â€“597.	Genetic-based search for error-correcting graph isomorphism	None	1997
('M. L. Williams, R. C. Wilson and E. R. Hancock, Deterministic search for relationalgraph matching, Patt. Recogn. 32 (1999) 1255â€“1271.', 'CITATION ONLY')	0	1	1	M. L. Williams, R. C. Wilson and E. R. Hancock, Deterministic search for relationalgraph matching, Patt. Recogn. 32 (1999) 1255â€“1271.	Deterministic search for relational graph matching	Mark L. Williams and Richard C. Wilson and Edwin R. Hancock	1999
('Graph matching with hierarchical discrete relaxation', 1999)	0	1	1	R. C. Wilson and E. R. Hancock, Graph matching with hierarchical discreterelaxation, Patt. Recogn. Lett. 20 (1999) 1041â€“ 1052.	Graph matching with hierarchical discrete relaxation	Richard C. Wilson and Edwin R. Hancock	1999
('Pharmacophore Perception, Development and Use in Drug Design. Edited by Osman F. Güner', 2000)	0	0	1	Gund, P. Evolution of the Pharmacophore Concept in PharmaceuticalResearch. In Pharmacophore, Perception, DeVelopment, and Use inDrug Design (IuI Biotechnology series 2); Guner, O. F., Ed.;International University Line: La Jolla, CA, 1999; pp 3-12.	Pharmacophore Perception, Development and Use in Drug Design. Edited by Osman F. Güner	Shu-Kun Lin	2000
('Comparative molecular field analysis (CoMFA). 1. Effect of shape on binding of steroids to carrier proteins', 1988)	0	1	1	Cramer, R. D.; Patterson, D. E.; Bunce, J. D. Comparative MolecularField Analysis (CoMFA). 1. Effect of Shape on Binding of Steroidsto Carrier Proteins. J. Am. Chem. Soc. 1988, 110, 5959-5967.	Comparative molecular field analysis (CoMFA). 1. Effect of shape on binding of steroids to carrier proteins	Richard D. Cramer and David E. Patterson and Jeffrey D. Bunce	1988
('A Robust Clustering Method for Chemical Structures', 2005)	0	1	1	Stahl, M.; Mauser, H.; Tsui, M.; Taylor, N. R. A Robust ClusteringMethod for Chemical Structures. J. Med. Chem. 2005, 48, 4358-4366.	A Robust Clustering Method for Chemical Structures	Martin Stahl and Harald Mauser and Mark Tsui and Neil R. Taylor	2005
('Raymond, J. & Willett, P. J. (2002). Comput. Aided Mol. Des. 16, 521- 533.', 'CITATION ONLY')	0	1	1	Raymond, J. & Willett, P. J. (2002). Comput. Aided Mol. Des. 16, 521- 533.	None	John W. Raymond and Peter Willett	2002
('Scaffold Hopping Using Clique Detection Applied to Reduced Graphs', 2006)	0	1	1	Barker, E. J.; Buttar, D.; Cosgrove, D. A.; Gardiner, E. J.; Kitts, P.;Willett, P.; Gillet, V. J. Scaffold Hopping Using Clique DetectionApplied to Reduced Graphs. J. Chem Inf. Model. 2006, 46, 503-511.	Scaffold Hopping Using Clique Detection Applied to Reduced Graphs	Edward J. Barker and David Buttar and David A. Cosgrove and Eleanor J. Gardiner and Paula Kitts and Peter Willett and Valerie J. Gillet	2006
('Myocardial Perfusion Imaging in Hypertrophic Cardiomyopathy', 2010)	0	0	1	Available from Daylight Chemical Information Systems Inc., 27401Los Altos, Suite #360, Mission Viejo, CA 92691.	Myocardial Perfusion Imaging in Hypertrophic Cardiomyopathy	None	2010
('An alternative derivation of the equations of motion in torsion space for a branched linear chain', 2001)	0	1	1	Bystroff, C. An Alternative Derivation of the Equations of Motion inTorsion Space for a Branched Linear Chain. Protein Eng. 2001, 14,825-828.	An alternative derivation of the equations of motion in torsion space for a branched linear chain	Christopher Bystroff	2001
('Overview of damped least-squares methods for inverse kinematics of robot manipulators', 1995)	0	1	1	Deo, A. S.; Walker, I. D. Overview of Damped Least-Squares Methodsfor Inverse Kinematics of Robot Manipulators. J. Intell. Robotic Syst.1995, 14, 43-68.	Overview of damped least-squares methods for inverse kinematics of robot manipulators	Arati S. Deo and Ian D. Walker	1995
('FlexS:\xa0 A Method for Fast Flexible Ligand Superposition', 1998)	0	1	1	Lemmen, C.; Lengauer, T.; Klebe, C. FLEXS: A Method for FastFlexible Ligand Superposition. J. Med. Chem. 1998, 41, 4502-20.	FlexS:  A Method for Fast Flexible Ligand Superposition	Christian Lemmen and Thomas Lengauer and Gerhard Klebe	1998
('None', 2003)	0	1	1	Breitkreutz BJ,  Stark C,  Tyers M. Osprey: a network visualization system, Genome Biol , 2003, vol. 4 pg. R22	None	Bobby-Joe Breitkreutz and Chris Stark and Mike Tyers	2003
('FLAME:\xa0 A Program to Flexibly Align Molecules', 2006)	0	1	1	Cho, S. J.; Sun, J. FLAME: A Program to Flexibly Align Molecules.J. Chem. Inf. Model. 2006, 46, 298-306.	FLAME:  A Program to Flexibly Align Molecules	Sung Jin Cho and Yaxiong Sun	2006
('An alternative method for the alignment of molecular structures: Maximizing electrostatic and steric overlap', 1990)	0	1	1	Kearsley, S. K.; Smith, G. M. An Alternative Method for the Alignmentof Molecular Structures: Maximizing Electrostatic and Steric Overlap.Tetrahedron Comput. Methodol. 1990, 3, 615-633.	An alternative method for the alignment of molecular structures: Maximizing electrostatic and steric overlap	Simon K. Kearsley and Graham M. Smith	1990
('Kabsch, W. (1976). Acta Cryst. A32, 922-923.', 'CITATION ONLY')	0	1	1	Kabsch, W. (1976). Acta Cryst. A32, 922-923.	A solution for the best rotation to relate two sets of vectors	W. Kabsch	1976
('None', 1998)	0	0	1	Foster J. Provost , Tom Fawcett , Ron Kohavi, The Case against Accuracy Estimation for Comparing Induction Algorithms, Proceedings of the Fifteenth International Conference on Machine Learning, p.445-453, July 24-27, 1998	None	Foster Provost and Ron Kohavi	1998
('Validation of the general purpose tripos 5.2 force field', 1989)	0	1	1	Clark, M.; Cramer, R. D., III; Van Opdenbosch, N. Validation of theGeneral Purpose Tripos 5.2 Force Field. J. Comput. Chem. 1989, 10,982-1012.	Validation of the general purpose tripos 5.2 force field	Matthew Clark and Richard D. Cramer and Nicole Van Opdenbosch	1989
('THREE-DIMENSIONAL STRUCTURES OF DRUG-RESISTANT MUTANTS OF HUMAN RHINOVIRUS 14', 1990)	0	1	1	Badger, J.; Krishnaswamy, S.; Kremer, M. J.; Oliveira, M. A.;Rossmann, M. G.; Heinz, B. A.; Rueckert, R. R.; Dutko, F. J.;McKinlay, M. A. Three-Dimensional Structures of Drug-ResistantMutants of Human Rhinovirus 14. J. Mol. Biol. 1989, 207, 163-174.	THREE-DIMENSIONAL STRUCTURES OF DRUG-RESISTANT MUTANTS OF HUMAN RHINOVIRUS 14	J. Badger and S. Krishnaswamy and M.J. Kremer and M.A. Oliveira and M.G. Rossmann and B.A. Heinz and R.R. Rueckert and F.J. Dutko and M.A. Mckinlay	1990
('Software Review of FTrees and FTrees-FS in Pipeline Pilot FTrees and FTrees-FS in Pipeline Pilot . BioSolveIT GmbH . An der Zieglei 79, 53757 Sankt Augustin, Germany . http://www.biosolveit.de/FTrees . See Web site for pricing information.', 2011)	0	0	1	BioSolveIT GmbH - FlexS. http://www.biosolveit.de/FlexS/ (accessedOct 19, 2006).	Software Review of FTrees and FTrees-FS in Pipeline Pilot FTrees and FTrees-FS in Pipeline Pilot . BioSolveIT GmbH . An der Zieglei 79, 53757 Sankt Augustin, Germany . http://www.biosolveit.de/FTrees . See Web site for pricing information.	Monika Rella	2011
('Descriptor-Based Similarity Measures for Screening Chemical Databases', 2008)	0	0	1	Raymond, J. W.; Willett, P. Effectiveness of Graph-Based andFingerprint-Based Similarity Measures for Virtual Screening of 2DChemical Structure Databases. J. Comput.-Aided Mol. Des. 2002, 16,59-71.	Descriptor-Based Similarity Measures for Screening Chemical Databases	John M. Barnard and Geoffrey M. Downs and Peter Willett	2008
('Lemmen, C.; Claus Hiller, C.; Thomas Lengauer, T. RigFit: A NewApproach to Superimposing Ligand Molecules. J. Comput.-Aided Mol.Des. 1998, 12, 491-502.', 'CITATION ONLY')	0	1	1	Lemmen, C.; Claus Hiller, C.; Thomas Lengauer, T. RigFit: A NewApproach to Superimposing Ligand Molecules. J. Comput.-Aided Mol.Des. 1998, 12, 491-502.	None	Christian Lemmen and Claus Hiller and Thomas Lengauer	1998
('Metrics for MT evaluation: evaluating reordering', 2010)	0	0	1	Aiken, M. and Park, M. 2010. The efficacy of round-trip translation for MT evaluation. Translation J. 14, 1, 1--10.	Metrics for MT evaluation: evaluating reordering	Alexandra Birch and Miles Osborne and Phil Blunsom	2010
('Algorithmen - Eine Einführung', 2017)	0	0	1	T. H. Cormen, C. E. Leiserson, R. L. Rivest, C. Stein, Introduction to Algorithms, Cambridge, MA, USA:MIT Press, 2009.	Algorithmen - Eine Einführung	Thomas H. Cormen and Charles E. Leiserson and Ronald Rivest and Clifford Stein	2017
('OpenMP: an industry standard API for shared-memory programming', 1998)	0	1	1	Leonardo Dagum , Ramesh Menon, OpenMP: An Industry-Standard API for Shared-Memory Programming, IEEE Computational Science & Engineering, v.5 n.1, p.46-55, January 1998  [doi>10.1109/99.660313]	OpenMP: an industry standard API for shared-memory programming	L. Dagum and R. Menon	1998
('LAS VEGAS SANDS CORP., a Nevada corporation, Plaintiff, v. UKNOWN REGISTRANTS OF www.wn0000.com, www.wn1111.com, www.wn2222.com, www.wn3333.com, www.wn4444.com, www.wn5555.com, www.wn6666.com, www.wn7777.com, www.wn8888.com, www.wn9999.com, www.112211.com, www.4456888.com, www.4489888.com, www.001148.com, and www.2289888.com, Defendants.', 2016)	0	0	1	https://tinyurl.com/com-ssrw	LAS VEGAS SANDS CORP., a Nevada corporation, Plaintiff, v. UKNOWN REGISTRANTS OF www.wn0000.com, www.wn1111.com, www.wn2222.com, www.wn3333.com, www.wn4444.com, www.wn5555.com, www.wn6666.com, www.wn7777.com, www.wn8888.com, www.wn9999.com, www.112211.com, www.4456888.com, www.4489888.com, www.001148.com, and www.2289888.com, Defendants.	None	2016
('Trabalhando com células', 2011)	0	0	1	EntityCube. 2010. http://entitycube.research.microsoft.com/.	Trabalhando com células	Renato Parrela Tostes	2011
('Named Entity Recognition for Chinese Social Media with Jointly Trained Embeddings', 2015)	0	0	1	Feng, D., LÃ¼, Y., and Zhou, M. 2004. A new approach for english-chinese named entity alignment. In Proceedings of the Conference on Empirical Methods in Natural Language Processing (EMNLPâ€™04). Association for Computational Linguistics, 372--379.	Named Entity Recognition for Chinese Social Media with Jointly Trained Embeddings	Nanyun Peng and Mark Dredze	2015
('Going Global: Connecting with People in Other Countries and Languages, with Google Translate and Google Multilingual Chat', 2010)	0	0	1	GoogleTranslator. 2010. http://translate.google.com/.	Going Global: Connecting with People in Other Countries and Languages, with Google Translate and Google Multilingual Chat	Todd Kelsey	2010
('Automatic Training Corpora Acquisition through Web Mining', 'None')	0	0	1	Long Jiang , Ming Zhou , Lee-Feng Chien , Cheng Niu, Named entity translation with web mining and transliteration, Proceedings of the 20th international joint conference on Artifical intelligence, p.1629-1634, January 06-12, 2007, Hyderabad, India	Automatic Training Corpora Acquisition through Web Mining	None	None
('Yawat', 2008)	0	0	1	Lin, D., Zhao, S., Durme, B. V., and Pasca, M. 2008. Mining parenthetical translations from the web by word alignment. In Proceedings of the 46th Annual Meeting of the Association for Computational Linguistics (ACLâ€™08). Association for Computational Linguistics, 994--1002.	Yawat	Ulrich Germann	2008
('A Metaphone based Chaotic Searchable Encryption Algorithm for Border Management', 2016)	0	0	1	Metaphone. 2009. http://aspell.net/metaphone/.	A Metaphone based Chaotic Searchable Encryption Algorithm for Border Management	Abir Awad and Brian Lee	2016
('Book Review: Electronic Devices and Circuit Theory (2nd Ed.)Electronic Devices and Circuit Theory (2nd ed.): BoylestadR. and NashelskyL. (Prentice-Hall, 1978, 701 pp. + xvi, £12.55)', 1979)	0	0	1	West, D. B. 2000. Introduction to Graph Theory 2nd Ed. Prentice Hall.	Book Review: Electronic Devices and Circuit Theory (2nd Ed.)Electronic Devices and Circuit Theory (2nd ed.): BoylestadR. and NashelskyL. (Prentice-Hall, 1978, 701 pp. + xvi, £12.55)	P. J. Hicks	1979
('Mining entity translations from comparable corpora', 2011)	0	0	1	Gae-won You , Seung-won Hwang , Young-In Song , Long Jiang , Zaiqing Nie, Mining name translations from entity graph mapping, Proceedings of the 2010 Conference on Empirical Methods in Natural Language Processing, p.430-439, October 09-11, 2010, Cambridge, Massachusetts	Mining entity translations from comparable corpora	Jinhan Kim and Long Jiang and Seung-won Hwang and Young-In Song and Ming Zhou	2011
('Assigning new GO annotations to protein data bank sequences by combining structure and sequence homology', 2005)	0	1	1	Ponomarenko J, Bourne P, Shindyalov I: Assigning new GO annotations to Protein Data Bank sequences by structural homology. Proteins: Structure, Function and Bioinformatics. 2005, 58: 855-865. 10.1002/prot.20355.	Assigning new GO annotations to protein data bank sequences by combining structure and sequence homology	Julia V. Ponomarenko and Philip E. Bourne and Ilya N. Shindyalov	2005
('VIDA: a virus database system for the organization of animal virus genome open reading frames', 2001)	0	1	1	Mar AlbÃ  M, Lee D, Pearl F, Shepherd A, Martin N, Orengo C, Kellam P: VIDA: a virus database system for the organisation of virus genome open reading frames. Nuleic Acids Research. 2001, 29 (1): 133-136. 10.1093/nar/29.1.133.	VIDA: a virus database system for the organization of animal virus genome open reading frames	M. M. Alba	2001
('Characterization of the UL33 Gene Product of Herpes Simplex Virus 1', 2000)	0	1	1	Reynolds A, Fan Y, Baines J: Characterization of the UL 33 gene product of herpes simplex virus 1. Virology. 2000, 266 (2): 310-318. 10.1006/viro.1999.0090	Characterization of the UL33 Gene Product of Herpes Simplex Virus 1	Ashley E. Reynolds and Ying Fan and Joel D. Baines	2000
('Viral Genome DataBase: storing and analyzing genes and proteins from complete viral genomes', 2000)	0	1	1	Hiscock D, Upton C: Viral Genome Database: A tool for storing and analyzing genes and proteins from complete viral genomes. Bioinformatics. 2000, 16: 484-485. 10.1093/bioinformatics/16.5.484	Viral Genome DataBase: storing and analyzing genes and proteins from complete viral genomes	D. Hiscock and C. Upton	2000
('Bioconductor Software for Graphs', 'None')	0	0	1	BioConductor: open source software for bioinformatics. http://www.bioconductor.org	Bioconductor Software for Graphs	V. J. Carey and R. Gentleman and W. Huber and J. Gentry	None
('Limit distributions of maximal segmental score among Markov-dependent partial sums', 1992)	0	1	1	Karlin S, Dembo A: Limit distributions of the maximal segmental score among markov-dependent partial sums. Adv Appl Prob. 1992, 24: 113-140. 10.2307/1427732.	Limit distributions of maximal segmental score among Markov-dependent partial sums	Samuel Karlin and Amir Dembo	1992
('The third PASCAL recognizing textual entailment challenge', 2007)	0	0	1	Ido Dagan, Oren Glickman, and Bernardo Magnini.2005. The PASCAL recognizing textual entailmentchallenge. In Proceedings of the PASCAL ChallengesWorkshop Recognizing Textual Entailment.	The third PASCAL recognizing textual entailment challenge	Danilo Giampiccolo and Bernardo Magnini and Ido Dagan and Bill Dolan	2007
('Logical Semantics as an Empirical Science', 1986)	0	0	1	Benthem, J. V. 1986. Essays in logical semantics. Dordrecht:Reidel.	Logical Semantics as an Empirical Science	Johan Van Benthem	1986
('Discriminative training methods for hidden Markov models', 2002)	0	1	1	Collins, M. 2002. Discriminative training methods for hiddenmarkov models: Theory and experiments with perceptronalgorithms. In Proceedings of EMNLP-2002.	Discriminative training methods for hidden Markov models	Michael Collins	2002
('Ultraconservative Online Algorithms for Multiclass Problems', 2001)	0	1	1	Crammer, K., and Singer, Y. 2001. Ultraconservative onlinealgorithms for multiclass problems. In Proceedings ofCOLT-2001.	Ultraconservative Online Algorithms for Multiclass Problems	Koby Crammer and Yoram Singer	2001
('The PASCAL Recognising Textual Entailment Challenge', 2006)	0	1	1	Dagan, I.; Glickman, O.; and Magnini, B. 2005. The PASCALrecognising textual entailment challenge. In Proceedingsof the PASCAL Challenges Workshop on RecognisingTextual Entailment, 2005.	The PASCAL Recognising Textual Entailment Challenge	Ido Dagan and Oren Glickman and Bernardo Magnini	2006
('An Inference Model for Semantic Entailment in Natural Language', 2006)	0	1	1	de Salvo Braz, R.; Girju, R.; Punyakanok, V.; Roth, D.;and Sammons, M. 2005. An inference model for semanticentailment in natural language. In Proceedings of the FirstPASCAL Challenge Workshop on Recognizing Textual Entailment,29â€“32.	An Inference Model for Semantic Entailment in Natural Language	Rodrigo de Salvo Braz and Roxana Girju and Vasin Punyakanok and Dan Roth and Mark Sammons	2006
('WordNet: An electronic lexical database. Christiane Fellbaum (Ed.). Cambridge, MA: MIT Press, 1998. Pp. 423.', 2001)	0	0	1	C. Fellbaum. 1998. WordNet: An Electronic LexicalDatabase. MIT Press.	WordNet: An electronic lexical database. Christiane Fellbaum (Ed.). Cambridge, MA: MIT Press, 1998. Pp. 423.	Peter Oram	2001
