hash	verified	citation	URL	DOI	year	title	author
('Graph fuzzy homomorphism interpreted as fuzzy association graphs', 'None')	0.0	A. Perchant, C. Boeres, I. Bloch, M. Roux, C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in: GbRâ€™99 Second International Workshop on Graph-Based Representations in Pattern Recognition, Castle of Haindorf, Austria, 1999, pp. 61â€“70.	http://dx.doi.org/10.1109/icpr.2000.906253	10.1109/icpr.2000.906253	None	Graph fuzzy homomorphism interpreted as fuzzy association graphs	A. Perchant and I. Bloch
('Narratives about Displacement and Stigmatization of Identities', 2017.0)	0.0	Duarte, A.R.: New heuristics and an exact integer programming formulation for an inexact graph matching problem (in Portuguese). M.Sc. Dissertation, Catholic University of Rio de Janeiro (2004)	http://dx.doi.org/10.22363/2312-9182-2017-21-2-320-334	10.22363/2312-9182-2017-21-2-320-334	2017.0	Narratives about Displacement and Stigmatization of Identities	None
('W3C Standard RDF Query Language', 2014.0)	0.0	Seaborne, A., Prudâ€™hommeaux, E.: SPARQL query language for RDF. W3C recommendation (January 2008)	http://dx.doi.org/10.1007/978-1-4614-6170-8_100894	10.1007/978-1-4614-6170-8_100894	2014.0	W3C Standard RDF Query Language	None
('Scaling RDF with Time', 2008.0)	0.0	Udrea, O., Pugliese, A., Subrahmanian, V.S.: GRIN: A graph based RDF index. In: AAAI, pp. 1465â€“1470 (2007)	http://dx.doi.org/10.1145/1367497.1367579	10.1145/1367497.1367579	2008.0	Scaling RDF with Time	Andrea Pugliese and Octavian Udrea and V. S. Subrahmanian
('RDF Storage and Retrieval Systems', 2009.0)	0.0	Wilkinson, K., Sayers, C., Kuno, H., Reynolds, D.: Efficient RDF storage and retrieval in Jena2. In: Proceedings of SWDB, vol. 3, pp. 7â€“8 (2003)	http://dx.doi.org/10.1007/978-3-540-92673-3_22	10.1007/978-3-540-92673-3_22	2009.0	RDF Storage and Retrieval Systems	Alice Hertel and Jeen Broekstra and Heiner Stuckenschmidt
('Coined quantum walks lift the cospectrality of graphs and trees', 2009.0)	0.0	Emms D, Hancock E, Severini S and Wilson R 2006 Electron. J. Combin. 13 R34	http://dx.doi.org/10.1016/j.patcog.2008.10.025	10.1016/j.patcog.2008.10.025	2009.0	Coined quantum walks lift the cospectrality of graphs and trees	David Emms and Simone Severini and Richard C. Wilson and Edwin R. Hancock
('Quantum Algorithms Based on Physical Processes', 2013.0)	0.0	Shiau S, Joynt R and Coppersmith S 2005 Quantum Inform. Comput. 5 492	http://dx.doi.org/10.21236/ada608050	10.21236/ada608050	2013.0	Quantum Algorithms Based on Physical Processes	Eric Bach and Susan Coppersmith and Mark Friesen and Robert Joynt
('Molecular Electronics and Molecular Electronic Devices. Kristof Sienicki (ed.). Volume 1, CRC Press, Boca Raton, FL, 1993, ISBN 0-8493-8061-9, 249 pp., £70.00 hardback. Volume 2, CRC Press, Boca Raton, FL, 1993, ISBN 0-8493-8062-6, 274 pp., £113.50 hardback. Volume 3, CRC Press, Boca Raton, FL, 1994, ISBN 0-8493-8063-4, 260 pp., £82.00 hardback', 1994.0)	0.0	TrinajsticÂ´, N.: "Chemical graph theory" (CRC Press, Boca Raton, FL, USA, 1992)	http://dx.doi.org/10.1002/amo.860040608	10.1002/amo.860040608	1994.0	Molecular Electronics and Molecular Electronic Devices. Kristof Sienicki (ed.). Volume 1, CRC Press, Boca Raton, FL, 1993, ISBN 0-8493-8061-9, 249 pp., £70.00 hardback. Volume 2, CRC Press, Boca Raton, FL, 1993, ISBN 0-8493-8062-6, 274 pp., £113.50 hardback. Volume 3, CRC Press, Boca Raton, FL, 1994, ISBN 0-8493-8063-4, 260 pp., £82.00 hardback	R. W. Munn
('Recognition of Polymorphic Patterns in Parameterized Graphs for 3D Building Reconstruction', 1998.0)	0.0	R. Englert and R. Glanz. Towards the clustering of graphs. In Proc. 2nd IAPR-TC-15 Workshop on Graph Based Representations, pages 125â€“133, 2000.	http://dx.doi.org/10.1007/978-3-7091-6487-7_2	10.1007/978-3-7091-6487-7_2	1998.0	Recognition of Polymorphic Patterns in Parameterized Graphs for 3D Building Reconstruction	R. Englert and A. B. Cremers and J. Seelmann-Eggebert
('What Is Case-Based Reasoning?', 1993.0)	0.0	J. Poole, "Similarity in legal case based reasoning as degree of matching in conceptual graphs", Preproceedings: First European Workshop on Case-Based Reasoning, pp. 54-58, 1993.	http://dx.doi.org/10.1016/b978-1-55860-237-3.50005-4	10.1016/b978-1-55860-237-3.50005-4	1993.0	What Is Case-Based Reasoning?	Janet Kolodner
('News Video Indexing and Retrieval using Overlay Text', 2012.0)	0.0	K. Shearer, Indexing and retrieval of video using spatial reasoning techniques, Curtin University of Technology, 1998.	http://dx.doi.org/10.5121/csit.2012.2302	10.5121/csit.2012.2302	2012.0	News Video Indexing and Retrieval using Overlay Text	Nilesh Bhojne
('H. Bunke, X. Jiang, A. Kandel, "On the minimum common supergraph of two graphs", Computing, 2000.', 'CITATION ONLY')	0.0	H. Bunke, X. Jiang, A. Kandel, "On the minimum common supergraph of two graphs", Computing, 2000.	http://dx.doi.org/10.1016/s0167-8655(99)00143-9	10.1016/s0167-8655(99)00143-9	2000.0	Mean and maximum common subgraph of two graphs	H. Bunke and A. Kandel
('Robust object and face recognition using a biologically plausible model', 2010.0)	0.0	T. Lourens, A biologically plausible model for corner-based object recognition from color images, University of Groningen, 1998.	http://dx.doi.org/10.1167/10.7.1015	10.1167/10.7.1015	2010.0	Robust object and face recognition using a biologically plausible model	G. Cottrell and C. Kanan
('UNSUPERVISED HANDWRITTEN GRAPHICAL SYMBOL LEARNING - Using Minimum Description Length Principle on Relational Graph', 2011.0)	0.0	D.J. Cook and L.B. Holder. Substructure discovery using minimum description length and background knowledge. Journal of Articial Intelligence Research, pages 231{255, 1994.	http://dx.doi.org/10.5220/0003637901720178	10.5220/0003637901720178	2011.0	UNSUPERVISED HANDWRITTEN GRAPHICAL SYMBOL LEARNING - Using Minimum Description Length Principle on Relational Graph	None
('Linguistic processing of text for a large-scale conceptual Information Retrieval system', 1994.0)	0.0	Myaeng . S. H. (1990) Conceptual graph matching as a plausible inferencing technique for text retrieval, Proceedings of the 5th Conceptual Structures Workshop, held in conjunction with AAAI-90, Boston, MA .	http://dx.doi.org/10.1007/3-540-58328-9_5	10.1007/3-540-58328-9_5	1994.0	Linguistic processing of text for a large-scale conceptual Information Retrieval system	Sung H. Myaeng and Christopher Khoo and Ming Li
('D.H Ballard, C.M Brown Computer Vision Prentice-Hall, Englewoods Cliffs, NJ (1982)', 'CITATION ONLY')	0.0	D.H Ballard, C.M Brown Computer Vision Prentice-Hall, Englewoods Cliffs, NJ (1982)	http://dx.doi.org/10.1207/s15328023top1003_30	10.1207/s15328023top1003_30	1983.0	Tonto's FriendTonto's FriendSilvermanR. E.Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 573 + xxi pp.Tonto's FriendDavisS. F.Instructor's manual: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 168 pp.Tonto's FriendSilvermanR. E.Test item file: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 169 pp. (File includes 972 questions.)Tonto's FriendWinsten-VelenL.Study guide and workbook: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 315 pp.	None
('An approach to IKBS development based on a review of Conceptual Structures: Information Processing in Mind and Machine by J. F. Sowa', 1984.0)	0.0	J. F. Sowa.: Conceptual Structures: Information Processing in Mind and Machine, Addison-Wesley. 1984.	http://dx.doi.org/10.1080/01449298408901755	10.1080/01449298408901755	1984.0	An approach to IKBS development based on a review of Conceptual Structures: Information Processing in Mind and Machine by J. F. Sowa	Dan Diaper
('Conceptual Graphs, Metamodeling, and Notation of Concepts', 2000.0)	0.0	Nagle, T. E., Esch, J. W. and Mineau, G. (1990) A notation for conceptual structure graph matchers, Proceedings of the 5th Conceptual Structures Workshop, held in conjunction with AAAI-9O, Boston, MA .	http://dx.doi.org/10.1007/10722280_11	10.1007/10722280_11	2000.0	Conceptual Graphs, Metamodeling, and Notation of Concepts	Olivier Gerbé and Guy W. Mineau and Rudolf K. Keller
("Myaeng, S. H. (1992) Conceptual graphs as a framework for text retrieval. In Eklund, P., Nagle, T. & Gerholtz, L. (eds) Current Direction.' in Conceptual Structures Research, (Ellis Horwood) (in press).", 'CITATION ONLY')	0.0	Myaeng, S. H. (1992) Conceptual graphs as a framework for text retrieval. In Eklund, P., Nagle, T. & Gerholtz, L. (eds) Current Direction.' in Conceptual Structures Research, (Ellis Horwood) (in press).	http://dx.doi.org/10.1007/3-540-58328-9_5	10.1007/3-540-58328-9_5	1994.0	Linguistic processing of text for a large-scale conceptual Information Retrieval system	Sung H. Myaeng and Christopher Khoo and Ming Li
('Data structures and algorithms, by A. Aho, J. Hopcroft, and J. Ullman, Addison-Wesley, Reading, Mass., 1983, 427 pp. Price: $28.85', 1985.0)	0.0	Aho, A.V., Hopcroft, J.E., Ullman, J.D.: The design and analysis of computer algorithms. Addison Wesley, Reading (1974)	http://dx.doi.org/10.1002/net.3230150111	10.1002/net.3230150111	1985.0	Data structures and algorithms, by A. Aho, J. Hopcroft, and J. Ullman, Addison-Wesley, Reading, Mass., 1983, 427 pp. Price: $28.85	Dan Gusfield
('The SNR Daily Bullettin 1397', 2003.0)	0.0	Ferrie, P., SzÃ¶r, P.: Zmist opportunities. Virus Bullettin (March 2001)	http://dx.doi.org/10.1177/1971400903016006100	10.1177/1971400903016006100	2003.0	The SNR Daily Bullettin 1397	None
('Detecting Kernel-Level Rootkits Through Binary Analysis', 'None')	0.0	Kruegel, C., Robertson, W., Valeur, F., Vigna, G.: Static disassembly of obfuscated binaries. In: Proceedings of USENIX Security 2004, San Diego, CA, pp. 255â€“270 (August 2004)	http://dx.doi.org/10.1109/csac.2004.19	10.1109/csac.2004.19	None	Detecting Kernel-Level Rootkits Through Binary Analysis	C. Kruegel and W. Robertson and G. Vigna
('Supplement: Economic Indicators¶Economic Bulletin No. 9, September 2001 (data as of 5 September 2001)', 2001.0)	0.0	SzÃ¶r, P., Ferrie, P.: Hunting for metamorphic. In: Proceedings of Virus Bulletin Conference (September 2001)	http://dx.doi.org/10.1007/s10160-001-0106-1	10.1007/s10160-001-0106-1	2001.0	Supplement: Economic Indicators¶Economic Bulletin No. 9, September 2001 (data as of 5 September 2001)	Not Available Not Available
('The Role of Viral Infections During Neurodevelopment', 2003.0)	0.0	Pearce, S.: Viral polymorphism. Sans Institute (2003)	http://dx.doi.org/10.1007/978-1-4419-9260-4_5	10.1007/978-1-4419-9260-4_5	2003.0	The Role of Viral Infections During Neurodevelopment	Bradley D. Pearce
('Lewis\xa0 Pyenson (Editor). Elegance, Beauty, and Truth. Lafayette: University of Louisiana at Lafayette, 2001.', 2002.0)	0.0	Kapoor, A.: An approach towards disassembly of malicious binaries. Masterâ€™s thesis, University of Louisiana at Lafayette (2004)	http://dx.doi.org/10.1086/343361	10.1086/343361	2002.0	Lewis  Pyenson (Editor). Elegance, Beauty, and Truth. Lafayette: University of Louisiana at Lafayette, 2001.	None
("USER'S MANUAL COBOL COMPILER VALIDATION SYSTEM", 1970.0)	0.0	Muchnick, S.S.: Advanced compiler design and implementation. Morgan Kaufmann Publishers Inc., San Francisco (1997)	http://dx.doi.org/10.21236/ad0711369	10.21236/ad0711369	1970.0	USER'S MANUAL COBOL COMPILER VALIDATION SYSTEM	None
('Breaking abstractions and unstructuring data structures', 'None')	0.0	Collberg, C., Thomborson, C., Low, D.: A taxonomy of obfuscating transformations. Technical Report 148, Department of Computer Science, University of Auckland (July 1997)	http://dx.doi.org/10.1109/iccl.1998.674154	10.1109/iccl.1998.674154	None	Breaking abstractions and unstructuring data structures	C. Collberg and C. Thomborson and D. Low
("Virus bulletin international conference '98", 1998.0)	0.0	Chess, D.M., White, S.R.: An undetectable computer virus. In: Proceedings of Virus Bulletin Conference (September 2000)	http://dx.doi.org/10.1016/s1361-3723(98)90279-2	10.1016/s1361-3723(98)90279-2	1998.0	Virus bulletin international conference '98	None
('Nonextensive Entropic Kernels', 2008.0)	0.0	A. Martins, N. Smith, E. Xing, P. Aguiar, and M. Figueiredo. Nonextensive information theoretic kernels on measures. Journal of Machine Learning Research, 10:935-975, 2009. 2420	http://dx.doi.org/10.21236/ada487475	10.21236/ada487475	2008.0	Nonextensive Entropic Kernels	Andre F. Martins and Mario A. Figueiredo and Pedro M. Aguiar and Noah Smith and Eric P. Xing
('Luxburg, Anita von', 2011.0)	0.0	U. von Luxburg, A. Radl, and M. Hein. Getting lost in space: Large sample analysis of the commute distance. In Proc. of NIPS., 2010. 2422	http://dx.doi.org/10.1093/benz/9780199773787.article.b00112899	10.1093/benz/9780199773787.article.b00112899	2011.0	Luxburg, Anita von	None
('Spectral Segmentation with Multiscale Graph Decomposition', 'None')	0.0	Timothee Cour, Praveen Srinivasan, and Jianbo Shi, Balanced graph matching, Advances in Neural Information Processing Systems, 2007, pp. 313â€“320.	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	None	Spectral Segmentation with Multiscale Graph Decomposition	None
('A review of: “.Machine Intelligence 6. Edited by D. MICHIE and B. MELTZER. (Edinburgh: Edinburgh University Press, 1971.) [Pp. ix+525.] £10·00.', 1972.0)	0.0	H. G. Barrow and R. J. Popplestone. Relational descriptions in picture processing. In B. Meltzer and D. Michie, editors, Machine Intelligence. Edimburg University Press, 1971. 2417	http://dx.doi.org/10.1080/00140137208928236	10.1080/00140137208928236	1972.0	A review of: “.Machine Intelligence 6. Edited by D. MICHIE and B. MELTZER. (Edinburgh: Edinburgh University Press, 1971.) [Pp. ix+525.] £10·00.	H. R. A TOWNSEND
('T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423', 'CITATION ONLY')	0.0	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	None	Spectral Segmentation with Multiscale Graph Decomposition	None
('M. Cho, J. Lee, and K. Lee. Reweighted random walks for graph matching. In Proc. of ECCV, 2010. 2423', 'CITATION ONLY')	0.0	M. Cho, J. Lee, and K. Lee. Reweighted random walks for graph matching. In Proc. of ECCV, 2010. 2423	http://dx.doi.org/10.1109/cvpr.2011.5995387	10.1109/cvpr.2011.5995387	2011.0	Hyper-graph matching via reweighted random walks	Jungmin Lee and Minsu Cho and Kyoung Mu Lee
('Subgraph isomorphism detection in polynomial time on preprocessed model graphs', 1996.0)	0.0	B.T. Messmer, "Efficient Graph Matching Algorithms for Preprocessed Model Graphs", 1996.	http://dx.doi.org/10.1007/3-540-60793-5_91	10.1007/3-540-60793-5_91	1996.0	Subgraph isomorphism detection in polynomial time on preprocessed model graphs	B. T. Messmer and H. Bunke
('Image retrieval using fuzzy segmentation and a graph matching technique', 'None')	0.0	A. Hlaoui and S. Wang. Image Retrieval Systems Using Graph Matching. Rapport de Recherche, No. 275, DÃ©partement de mathÃ©matiques et d'informatique, UnivÃ©rsitÃ© de Sherbrooke, 2001.	http://dx.doi.org/10.1109/icmlc.2002.1175385	10.1109/icmlc.2002.1175385	None	Image retrieval using fuzzy segmentation and a graph matching technique	None
('Lumini, A., Maio, D., Maltoni, D.: Inexact graph matching for fingerprint classification. Machine Graphics and Vision, Special Issue on Graph Transformations in Pattern Generation and CAD 8, 231â€“248 (1999)', 'CITATION ONLY')	0.0	Lumini, A., Maio, D., Maltoni, D.: Inexact graph matching for fingerprint classification. Machine Graphics and Vision, Special Issue on Graph Transformations in Pattern Generation and CAD 8, 231â€“248 (1999)	http://dx.doi.org/10.1109/34.765653	10.1109/34.765653	1999.0	Fingerprint classification by directional image partitioning	R. Cappelli and A. Lumini and D. Maio and D. Maltoni
('Verifying liveness by multiple experts in face biometrics', 2008.0)	0.0	Bigun, J., Granlund, G.: Optimal orientation detection of linear symmetry. In: Proc. 1st Int. Conf. on Computer Vision, pp. 433â€“438. IEEE Computer Society Press, Los Alamitos (1987)	http://dx.doi.org/10.1109/cvprw.2008.4563115	10.1109/cvprw.2008.4563115	2008.0	Verifying liveness by multiple experts in face biometrics	K. Kollreider and H. Fronthaler and J. Bigun
('H. Bunke, G. Allerman, "A metric on graphs for structural pattern recognition" in Signal Processing II: Theories and Applications, North-Holland:Elsevier Science Publishers B.V., pp. 257-260, 1983.', 'CITATION ONLY')	0.0	H. Bunke, G. Allerman, "A metric on graphs for structural pattern recognition" in Signal Processing II: Theories and Applications, North-Holland:Elsevier Science Publishers B.V., pp. 257-260, 1983.	http://dx.doi.org/10.1016/0167-8655(83)90033-8	10.1016/0167-8655(83)90033-8	1983.0	Inexact graph matching for structural pattern recognition	H Bunke and G Allermann
('McGraw-Hill Encyclopedia of Physics', 1983.0)	0.0	Salton, G. (1983). â€œIntroduction to Modern Information Retrievalâ€\x9d. McGraw Hill, 1983.	http://dx.doi.org/10.13182/nt83-a33262	10.13182/nt83-a33262	1983.0	McGraw-Hill Encyclopedia of Physics	None
('The International Joint Conference on Artificial Intelligence (IJCAI)', 1972.0)	0.0	Kohavi, R. A study of cross-validation and bootstrap for accuracy estimation and model selection. Proceedings of the 14th International Joint Conference on Artificial Intelligence (IJCAI 1995), MontrÃ©al, Canada, 1995; Morgan Kaufmann:â€‰ San Francisco, CA, pp 1137âˆ’1145.	http://dx.doi.org/10.1016/0004-3702(72)90052-5	10.1016/0004-3702(72)90052-5	1972.0	The International Joint Conference on Artificial Intelligence (IJCAI)	None
