hash	auto_verified	verified	checked	citation	title	author	year
(', Exact alignment recovery for correlated erdos renyi graphs, arXiv preprint arXiv:1711.06783 (2017).', 'CITATION ONLY')	0	0	1	, Exact alignment recovery for correlated erdos renyi graphs, arXiv preprint arXiv:1711.06783 (2017).	Preprint repository arXiv achieves milestone million uploads	None	2014
('Preconditioned spectral clustering for stochastic block partition streaming graph challenge (Preliminary version at arXiv.)', 2017)	0	0	1	J. B. Lee, R. Rossi, and X. Kong. Deep graph attention model. In arXiv:1709.06075, 2017.	Preconditioned spectral clustering for stochastic block partition streaming graph challenge (Preliminary version at arXiv.)	David Zhuzhunashvili and Andrew Knyazev	2017
('Scalable modeling of real graphs using Kronecker multiplication', 2007)	0	0	1	J. Leskovec, D. Chakrabarti, J. Kleinberg, C. Faloutsos, and Z. Ghahramani. Kronecker graphs: An approach to modeling networks. JMLR, 11(Feb):985â€“1042, 2010.	Scalable modeling of real graphs using Kronecker multiplication	Jure Leskovec and Christos Faloutsos	2007
('Li, Geng, Semerci, Murat, Yener, BÃ¼lent, Zaki, Mohammed J., 2011b. Graph classification via topological and label attributes. In: 9th Workshop on Mining and Learning with Graphs. Lillo et al., 2011 Lillo, F., Micciche, S., Mantegna, R.N., Beato, V., Pozzi, S., 2011. Elsa project: toward a complex network approach to atm delays analysis. In: First SESAR Innovation Days.', 'CITATION ONLY')	0	1	1	Li, Geng, Semerci, Murat, Yener, BÃ¼lent, Zaki, Mohammed J., 2011b. Graph classification via topological and label attributes. In: 9th Workshop on Mining and Learning with Graphs. Lillo et al., 2011 Lillo, F., Micciche, S., Mantegna, R.N., Beato, V., Pozzi, S., 2011. Elsa project: toward a complex network approach to atm delays analysis. In: First SESAR Innovation Days.	Effective graph classification based on topological and label attributes	Geng Li and Murat Semerci and Bülent Yener and Mohammed J. Zaki	2012
('Networks—An Introduction. Mark E. J. Newman. (2010, Oxford University Press.) $65.38, £35.96 (hardcover), 772 pages. ISBN-978-0-19-920665-0.', 2012)	0	0	1	M. E. J. Newman,Networks: An Introduction (Oxford University Press, Oxford, 2010).	Networks—An Introduction. Mark E. J. Newman. (2010, Oxford University Press.) $65.38, £35.96 (hardcover), 772 pages. ISBN-978-0-19-920665-0.	Markus Brede	2012
('Rossi, R.A., Ahmed, N.K.: The network data repository with interactive graph analytics and visualization. In: Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence (2015). http://networkrepository.com/socfb.php', 'CITATION ONLY')	0	1	1	Rossi, R.A., Ahmed, N.K.: The network data repository with interactive graph analytics and visualization. In: Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence (2015). http://networkrepository.com/socfb.php	An Interactive Data Repository with Visual Analytics	Ryan A. Rossi and Nesreen K. Ahmed	2016
('Group-aware deep feature learning for facial age estimation', 2017)	0	0	1	R. A. Rossi, R. Zhou, and N. K. Ahmed. Deep feature learning for graphs. In arXiv:1704.08829, pages 1â€“11, 2017.	Group-aware deep feature learning for facial age estimation	Hao Liu and Jiwen Lu and Jianjiang Feng and Jie Zhou	2017
('Glocalized Weisfeiler-Lehman Graph Kernels: Global-Local Feature Maps of Graphs', 2017)	0	0	1	Ramon, J., & GÂ¨artner, T. (2003). Expressivity versus efficiency of graph kernels. First International Workshop on Mining Graphs, Trees and Sequences.	Glocalized Weisfeiler-Lehman Graph Kernels: Global-Local Feature Maps of Graphs	Christopher Morris and Kristian Kersting and Petra Mutzel	2017
('Shervashidze, N., Vishwanathan, S., Petri, T., Mehlhorn, K., Borgwardt, K.: Efficient graphlet kernels for large graph comparison. In: Artificial Intelligence and Statistics, pp. 488â€“495 (2009)', 'CITATION ONLY')	0	0	1	Shervashidze, N., Vishwanathan, S., Petri, T., Mehlhorn, K., Borgwardt, K.: Efficient graphlet kernels for large graph comparison. In: Artificial Intelligence and Statistics, pp. 488â€“495 (2009)	The graphlet spectrum	Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt	2009
('Theatre of the Condemned', 2010)	0	0	1	M. van Steen. Graph Theory and Complex Networks. Maarten van Steen, first edition, apr 2010.	Theatre of the Condemned	Gonda Van Steen	2010
('GRAPH KERNELS FOR DISEASE OUTCOME PREDICTION FROM PROTEIN-PROTEIN INTERACTION NETWORKS', 2006)	0	0	1	Vishwanathan SVN, Borgwardt KM, Kondor RI, Schraudolph NN (2010) Graph kernels. J Mach Learn Res 11:1201â€“1242	GRAPH KERNELS FOR DISEASE OUTCOME PREDICTION FROM PROTEIN-PROTEIN INTERACTION NETWORKS	KARSTEN M. BORGWARDT and HANS-PETER KRIEGEL and S. V. N. VISHWANATHAN and NICOL N. SCHRAUDOLPH	2006
('D. Watts and S. Strogatz. Collective dynamics of small-world networks. Nature, 393(6684):440â€“442, 1998.', 'CITATION ONLY')	0	1	1	D. Watts and S. Strogatz. Collective dynamics of small-world networks. Nature, 393(6684):440â€“442, 1998.	Collective dynamics of ‘small-world’ networks	Duncan J. Watts and Steven H. Strogatz	1998
('S. J. Russel and P. Norvig, in Artificial Intelligence: A Modern Approach, Series in Artificial Intelligence (Prentice Hall, 1995).', 'CITATION ONLY')	0	0	1	S. J. Russel and P. Norvig, in Artificial Intelligence: A Modern Approach, Series in Artificial Intelligence (Prentice Hall, 1995).	Artificial intelligence—a modern approach by Stuart Russell and Peter Norvig, Prentice Hall. Series in Artificial Intelligence, Englewood Cliffs, NJ.	Gerd Brewka	1996
('Diamond Lattice', 2008)	0	0	1	University CM: The Diamond Project. [http://diamond.cs.cmu.edu/]	Diamond Lattice	None	2008
('Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).', 'CITATION ONLY')	0	0	1	Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).	None	Silpa Suthram and Tomer Shlomi and Eytan Ruppin and Roded Sharan and Trey Ideker	2006
('The unique strengths and storage access characteristics of\xa0discard-based search', 2010)	0	0	1	Satyanarayanan M, Sukthankar R, Goode A, Huston L, Mummert L, Wolbach A, Harkes J, Gass R, Schlosser S: The Open Diamond Platform for Discard-based Search. Tech rep School of Computer Science, Carnegie Mellon University. 2008, CMU-CS-08-132. [http://diamond.cs.cmu.edu/papers]	The unique strengths and storage access characteristics of discard-based search	Mahadev Satyanarayanan and Rahul Sukthankar and Lily Mummert and Adam Goode and Jan Harkes and Steve Schlosser	2010
('A tabu search algorithm for the covering design problem', 2010)	0	0	1	Patel A: Heuristics: A* Search Algorithm. [http://theory.stanford.edu/amitp/GameProgramming/Heuristics.html]	A tabu search algorithm for the covering design problem	Kamal Fadlaoui and Philippe Galinier	2010
('Interactive graph cuts for optimal boundary & region segmentation of objects in N-D images', 'None')	0	1	1	Boykov Y, Jolly MP: Interactive graph cuts for optimal boundary and region segmentation of objects in N-D images. Int Conference on Comput Vision. 2001, 1: 105-112.	Interactive graph cuts for optimal boundary & region segmentation of objects in N-D images	Y.Y. Boykov and M.-P. Jolly	None
('Image standards in Tissue-Based Diagnosis (Diagnostic Surgical Pathology)', 2008)	0	0	1	Kayser G, Riede U, Werner M, Hufnagl P, Kayser K: Towards an automated morphological classification of histological images of common lung carcinomas. Elec J Pathol Histol. 2002, 8: 022-03.	Image standards in Tissue-Based Diagnosis (Diagnostic Surgical Pathology)	Klaus Kayser and Jürgen Görtler and Torsten Goldmann and Ekkehard Vollmer and Peter Hufnagl and Gian Kayser	2008
('Erratum to “A review of content-based image retrieval systems in medical applications—Clinical benefits and future directions” [Int. J. Med. Inform. 73 (1) (2004) 1–23]', 2009)	0	0	1	MÃ¼ller H, Michoux N, Bandon D, Geissbuhler A: A review of content-based image retrieval systems in medical applications - clinical benefits and future directions. Int J Med Informatics. 2004, 73: 1-23. 10.1016/j.ijmedinf.2003.11.024.	Erratum to “A review of content-based image retrieval systems in medical applications—Clinical benefits and future directions” [Int. J. Med. Inform. 73 (1) (2004) 1–23]	Henning Müller and Nicolas Michoux and David Bandon and Antoine Geissbuhler	2009
('IDEM: a Web application of case-based reasoning in histopathology', 1998)	0	0	1	Jaulent MC, Le Bozec, Cao Y, Zapletal E, Degoulet P: A property concept frame representation for flexible image content retrieval in histopathology databases. Proceedings of the Annual Symposium of the American Society for Medical Informatics (AMIA), Los Angeles, CA , USA. 2000, 20 (Suppl): 379-383.	IDEM: a Web application of case-based reasoning in histopathology	Christel Le Bozec and Marie-Christine Jaulent and Eric Zapletal and Didier Heudes and Patrice Degoulet	1998
('TensorSplat: Spotting Latent Anomalies in Time', 2012)	0	0	1	Saba A. Al-Sayouri, Danai Koutra, Evangelos E. Papalexakis, Sarah S. Lam, SURREAL: SUbgraph Robust REpresentAtion Learning	TensorSplat: Spotting Latent Anomalies in Time	Danai Koutra and Evangelos E. Papalexakis and Christos Faloutsos	2012
('M. Heimann, H. Shen, and D. Koutra. Node Representation Learning for Multiple Networks: The Case of Graph Alignment. ArXiv e-prints, 2018.', 'CITATION ONLY')	0	0	1	M. Heimann, H. Shen, and D. Koutra. Node Representation Learning for Multiple Networks: The Case of Graph Alignment. ArXiv e-prints, 2018.	BIG-ALIGN: Fast Bipartite Graph Alignment	Danai Koutra and Hanghang Tong and David Lubensky	2013
('Neural network methods for one-to-many multi-valued mapping problems', 2010)	0	0	1	Mark Heimann and Danai Koutra. On generalizing neural node embedding methods to multi-network problems. 2017.	Neural network methods for one-to-many multi-valued mapping problems	Chrisina Jayne and Andreas Lanitis and Chris Christodoulou	2010
('Learning low dimensional predictive representations', 2004)	0	0	1	Quoc Le and Tomas Mikolov. Distributed representations of sentences and documents. In Proceedings of the 31st International Conference on Machine Learning (ICML-14), pages 1188â€“1196, 2014.	Learning low dimensional predictive representations	Matthew Rosencrantz and Geoff Gordon and Sebastian Thrun	2004
('Compressed Context Modeling for Text Compression', 2011)	0	0	1	Matt Mahoney. Large text compression benchmark, 2011.	Compressed Context Modeling for Text Compression	M. Oguzhan Kulekci	2011
('N. Kriege and P. Mutzel. Subgraph matching kernels for attributed graphs. arXiv preprint arXiv:1206.6483, 2012.', 'CITATION ONLY')	0	0	1	N. Kriege and P. Mutzel. Subgraph matching kernels for attributed graphs. arXiv preprint arXiv:1206.6483, 2012.	Preprint repository arXiv achieves milestone million uploads	None	2014
('Unsupervised Text Normalization Using Distributed Representations of Words and Phrases', 2015)	0	0	1	Tomas Mikolov, Ilya Sutskever, Kai Chen, Greg S Corrado, and Jeff Dean. Distributed representations of words and phrases and their compositionality. In Advances in neural information processing systems, pages 3111â€“3119, 2013.	Unsupervised Text Normalization Using Distributed Representations of Words and Phrases	Vivek Kumar Rangarajan Sridhar	2015
('Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean. Efficient estimation of word representations in vector space. arXiv preprint arXiv:1301.3781, 2013.', 'CITATION ONLY')	0	0	1	Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean. Efficient estimation of word representations in vector space. arXiv preprint arXiv:1301.3781, 2013.	Preprint repository arXiv achieves milestone million uploads	None	2014
('Perseus', 2015)	0	0	1	JosÂ´e F. Rodrigues, Jr., Hanghang Tong, Agma J. M. Traina, Christos Faloutsos, and Jure Leskovec. Gmine: A system for scalable, interactive graph visualization and mining. In Proceedings of the 32Nd International Conference on Very Large Data Bases, VLDB â€™06, pages 1195â€“1198. VLDB Endowment, 2006.	Perseus	Danai Koutra and Di Jin and Yuanchi Ning and Christos Faloutsos	2015
('Bryan Perozzi, Vivek Kulkarni, and Steven Skiena. Walklets: Multiscale graph embeddings for interpretable network classification. arXiv preprint arXiv:1605.02115, 2016.', 'CITATION ONLY')	0	0	1	Bryan Perozzi, Vivek Kulkarni, and Steven Skiena. Walklets: Multiscale graph embeddings for interpretable network classification. arXiv preprint arXiv:1605.02115, 2016.	Preprint repository arXiv achieves milestone million uploads	None	2014
('On Non-Hamiltonian Graphs for which every Vertex-Deleted Subgraph Is Traceable', 2017)	0	0	1	Ameneh Farhadian, Almost every n-vertex graph is determined by its 3log2 n-vertex subgraphs	On Non-Hamiltonian Graphs for which every Vertex-Deleted Subgraph Is Traceable	Carol T. Zamfirescu	2017
('Ryan A Rossi, Rong Zhou, and Nesreen K Ahmed. Deep feature learning for graphs. arXiv preprint arXiv:1704.08829, 2017.', 'CITATION ONLY')	0	0	1	Ryan A Rossi, Rong Zhou, and Nesreen K Ahmed. Deep feature learning for graphs. arXiv preprint arXiv:1704.08829, 2017.	Preprint repository arXiv achieves milestone million uploads	None	2014
('Ameneh Farhadian. Reconstruction of graphs via asymmetry. arXiv preprint arXiv:1611.01609, 2016', 'CITATION ONLY')	0	0	1	Ameneh Farhadian. Reconstruction of graphs via asymmetry. arXiv preprint arXiv:1611.01609, 2016	Preprint repository arXiv achieves milestone million uploads	None	2014
('Wyatt Technology CORPORATION', 1993)	0	0	1	Vladimir MÃ¼ller. Probabilistic reconstruction from subgraphs. Comment. Math. Univ. Carolinae, 17(4):709â€“719, 1976.	Wyatt Technology CORPORATION	None	1993
('Shawn Gu, Tijana Milenkovic, Graphlets versus node2vec and struc2vec in the task of network alignment', 'CITATION ONLY')	0	0	1	Shawn Gu, Tijana Milenkovic, Graphlets versus node2vec and struc2vec in the task of network alignment	Local versus global biological network alignment	Lei Meng and Aaron Striegel and Tijana Milenkovi\u0107	2016
('Network ScienceNetwork Science, by BarabásiAlbert-László. Cambridge, UK: Cambridge University Press, 2016. 456 pp. $59.99 cloth. ISBN: 9781107076266.', 2017)	0	0	1	A.-L. BarabÂ´asi. Network science. Cambridge University Press, 2016.	Network ScienceNetwork Science, by BarabásiAlbert-László. Cambridge, UK: Cambridge University Press, 2016. 456 pp. $59.99 cloth. ISBN: 9781107076266.	None	2017
('Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.', 'CITATION ONLY')	0	0	1	Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.	Preprint repository arXiv achieves milestone million uploads	None	2014
('P. Cui, X. Wang, J. Pei, and W. Zhu. A survey on network embedding. arXiv preprint arXiv:1711.08752, 2017.', 'CITATION ONLY')	0	0	1	P. Cui, X. Wang, J. Pei, and W. Zhu. A survey on network embedding. arXiv preprint arXiv:1711.08752, 2017.	Preprint repository arXiv achieves milestone million uploads	None	2014
('M. Newman. Networks: an introduction. Oxford university press, 2010.', 'CITATION ONLY')	0	0	1	M. Newman. Networks: an introduction. Oxford university press, 2010.	Networks—An Introduction. Mark E. J. Newman. (2010, Oxford University Press.) $65.38, £35.96 (hardcover), 772 pages. ISBN-978-0-19-920665-0.	Markus Brede	2012
('Graphlet signature-based scoring method to estimate protein-ligand binding affinity', 2014)	0	0	1	O. Singh, K. Sawariya, and P. Aparoy. Graphlet signature-based scoring method to estimate proteinâ€“ ligand binding affinity. Royal Society Open Science, 1(4):140306, 2014.	Graphlet signature-based scoring method to estimate protein-ligand binding affinity	O. Singh and K. Sawariya and P. Aparoy	2014
('S. Gu, J. Johnson, F. E. Faisal, and T. MilenkoviÂ´c. From homogeneous to heterogeneous network alignment. arXiv preprint arXiv:1704.01221, 2017.', 'CITATION ONLY')	0	0	1	S. Gu, J. Johnson, F. E. Faisal, and T. MilenkoviÂ´c. From homogeneous to heterogeneous network alignment. arXiv preprint arXiv:1704.01221, 2017.	Preprint repository arXiv achieves milestone million uploads	None	2014
('P. Wang, X. Zhang, Z. Li, J. Cheng, J. Lui, D. Towsley, J. Zhao, J. Tao, and X. Guan. A fast sampling method of exploring graphlet degrees of large directed and undirected graphs. arXiv preprint arXiv:1604.08691, 2016.', 'CITATION ONLY')	0	0	1	P. Wang, X. Zhang, Z. Li, J. Cheng, J. Lui, D. Towsley, J. Zhao, J. Tao, and X. Guan. A fast sampling method of exploring graphlet degrees of large directed and undirected graphs. arXiv preprint arXiv:1604.08691, 2016.	MOSS-5: A Fast Method of Approximating Counts of 5-Node Graphlets in Large Graphs	Pinghui Wang and Junzhou Zhao and Xiangliang Zhang and Zhenguo Li and Jiefeng Cheng and John C.S. Lui and Don Towsley and Jing Tao and Xiaohong Guan	2018
('Proper evaluation of alignment-free network comparison methods', 2015)	0	1	1	O. N. YaveroË˜glu, T. MilenkoviÂ´c, and N. PrË‡zulj. Proper evaluation of alignment-free network comparison Â¨ methods. Bioinformatics, 31(16):2697â€“2704, 2015.	Proper evaluation of alignment-free network comparison methods	Ömer Nebil Yavero\u011flu and Tijana Milenkovi\u0107 and Nataša Pržulj	2015
('Difference in gene duplicability may explain the difference in overall structure of protein-protein interaction networks among eukaryotes', 2010)	0	0	1	Berg,J. et al. (2004) Structure and evolution of protein interaction networks: a statistical model for link dynamics and gene duplications. BMC Evol. Biol., 4, 51.	Difference in gene duplicability may explain the difference in overall structure of protein-protein interaction networks among eukaryotes	Takeshi Hase and Yoshihito Niimura and Hiroshi Tanaka	2010
('Filtering Gene Ontology semantic similarity for identifying protein complexes in large protein interaction networks', 2012)	0	0	1	Stelzl,U. et al. (2005) A human protein-protein interaction network: a resource forannotating the proteome. Cell, 122, 957â€“968.The Gene Ontology Consortium. (2000) Gene ontology: tool for the unification ofbiology. Nat. Genet., 25, 25â€“29.	Filtering Gene Ontology semantic similarity for identifying protein complexes in large protein interaction networks	Jian Wang and Dong Xie and Hongfei Lin and Zhihao Yang and Yijia Zhang	2012
('Flannick J, Novak A, Srinivasan B, McAdams H, Batzoglou S: GrÃ¦mlin: General and robust alignment of multiple large interaction networks. Genome Research. 2006, 16: 1169-1181. 10.1101/gr.5235706', 'CITATION ONLY')	0	1	1	Flannick J, Novak A, Srinivasan B, McAdams H, Batzoglou S: GrÃ¦mlin: General and robust alignment of multiple large interaction networks. Genome Research. 2006, 16: 1169-1181. 10.1101/gr.5235706	Graemlin: General and robust alignment of multiple large interaction networks	J. Flannick	2006
('PAIRWISE ALIGNMENT OF INTERACTION NETWORKS BY FAST IDENTIFICATION OF MAXIMAL CONSERVED PATTERNS', 2008)	0	1	1	Tian,W. and Samatova,N. (2009) Pairwise alignment of interaction networks by fast identication of maximal conserved patterns. In: Pacific Symposium on Biocomputing. pp. 99â€“110.	PAIRWISE ALIGNMENT OF INTERACTION NETWORKS BY FAST IDENTIFICATION OF MAXIMAL CONSERVED PATTERNS	WENHONG TIAN and NAGIZA F. SAMATOVA	2008
('von Mering, C. et al. Comparative assessment of large-scale data sets of protein-protein interactions. Nature 417, 399â€“403 (2002).', 'CITATION ONLY')	0	1	1	von Mering, C. et al. Comparative assessment of large-scale data sets of protein-protein interactions. Nature 417, 399â€“403 (2002).	Comparative assessment of large-scale data sets of      protein–protein interactions	Christian von Mering and Roland Krause and Berend Snel and Michael Cornell and Stephen G. Oliver and Stanley Fields and Peer Bork	2002
('Undergraduate Robotics Education in Technologically Underserved Communities', 2007)	0	0	1	Mills-Tettey,G.A. et al. (2007) The dynamic Hungarian algorithm for the assignment problem with changing costs. Robotics Institute, Technical Report CMURI-TR-07-2.	Undergraduate Robotics Education in Technologically Underserved Communities	M. Bernardine Dias and Brett Browning and G. Ayorkor Mills-Tettey and Nathan Amanquah and Noura El-Moughny	2007
('Neurodegenerative diseases: Inflammasome protein seeds plaques in Alzheimer disease', 2018)	0	0	1	Kayarkar,N.A. et al. (2009) Protein network in diseases. Int. J. Drug Discov., 1, 10â€“17.	Neurodegenerative diseases: Inflammasome protein seeds plaques in Alzheimer disease	Megan Cully	2018
('Schlicker A, et al. A new measure for functional similarity of gene products based on Gene Ontology, BMC Bioinformatics , 2006, vol. 7 (pg. 1-16)', 'CITATION ONLY')	0	0	1	Schlicker A, et al. A new measure for functional similarity of gene products based on Gene Ontology, BMC Bioinformatics , 2006, vol. 7 (pg. 1-16)	Gene Ontology term overlap as a measure of gene functional similarity	Meeta Mistry and Paul Pavlidis	2008
('Berg,J. et al. (2004) Structure and evolution of protein interaction networks:a statistical model for link dynamics and gene duplications. BMC Evol. Biol.,4, 51.', 'CITATION ONLY')	0	0	1	Berg,J. et al. (2004) Structure and evolution of protein interaction networks:a statistical model for link dynamics and gene duplications. BMC Evol. Biol.,4, 51.	Difference in gene duplicability may explain the difference in overall structure of protein-protein interaction networks among eukaryotes	Takeshi Hase and Yoshihito Niimura and Hiroshi Tanaka	2010
('Kayarkar,N.A. et al. (2009) Protein network in diseases. Int. J. Drug Discov., 1,10â€“17.', 'CITATION ONLY')	0	0	1	Kayarkar,N.A. et al. (2009) Protein network in diseases. Int. J. Drug Discov., 1,10â€“17.	Neurodegenerative diseases: Inflammasome protein seeds plaques in Alzheimer disease	Megan Cully	2018
('PupDB: a database of pupylated proteins', 2012)	0	0	1	Kerrien,S. et al. (2012) The IntAct molecular interaction database in 2012. BMC Bioinformatics, 40, D841â€“D846.	PupDB: a database of pupylated proteins	Chun-Wei Tung	2012
('Mills-Tettey,G.A. et al. (2007) The dynamic Hungarian algorithm for the assignmentproblem with changing costs. Robotics Institute, Technical Report CMURI-TR-07-2.', 'CITATION ONLY')	0	0	1	Mills-Tettey,G.A. et al. (2007) The dynamic Hungarian algorithm for the assignmentproblem with changing costs. Robotics Institute, Technical Report CMURI-TR-07-2.	Undergraduate Robotics Education in Technologically Underserved Communities	M. Bernardine Dias and Brett Browning and G. Ayorkor Mills-Tettey and Nathan Amanquah and Noura El-Moughny	2007
('Tian,W. and Samatova,N. (2009) Pairwise alignment of interaction networks by fastidentication of maximal conserved patterns. In: Pacific Symposium onBiocomputing. pp. 99â€“110.', 'CITATION ONLY')	0	1	1	Tian,W. and Samatova,N. (2009) Pairwise alignment of interaction networks by fastidentication of maximal conserved patterns. In: Pacific Symposium onBiocomputing. pp. 99â€“110.	PAIRWISE ALIGNMENT OF INTERACTION NETWORKS BY FAST IDENTIFICATION OF MAXIMAL CONSERVED PATTERNS	WENHONG TIAN and NAGIZA F. SAMATOVA	2008
('von Mering,C. et al. (2002) Comparative assessment of large-scale data sets ofprotein-protein interactions. Nature, 417, 399â€“403.', 'CITATION ONLY')	0	1	1	von Mering,C. et al. (2002) Comparative assessment of large-scale data sets ofprotein-protein interactions. Nature, 417, 399â€“403.	Comparative assessment of large-scale data sets of      protein–protein interactions	Christian von Mering and Roland Krause and Berend Snel and Michael Cornell and Stephen G. Oliver and Stanley Fields and Peer Bork	2002
('Schlicker et al. (2006) A new measure for functional similarity of gene productsbased on Gene Ontology. BMC Bioinformatics, 7, 302.', 'CITATION ONLY')	0	0	1	Schlicker et al. (2006) A new measure for functional similarity of gene productsbased on Gene Ontology. BMC Bioinformatics, 7, 302.	Gene Ontology term overlap as a measure of gene functional similarity	Meeta Mistry and Paul Pavlidis	2008
('Automated tracking of stem cell lineages of Arabidopsis shoot apex using local graph matching', 2009)	0	1	1	Liu, M., Yadav, R.K., Roy-Chowdhury, A., Reddy, G.V.: Automated tracking of stelineages of arabidopsis shoot apex using local graph matching. Plant J. 62(1), 135â€“147 (2010)	Automated tracking of stem cell lineages of Arabidopsis shoot apex using local graph matching	Min Liu and Ram Kishor Yadav and Amit Roy-Chowdhury and G. Venugopala Reddy	2009
('Robust Plant Cell Tracking in Noisy Image Sequences Using Optimal CRF Graph Matching', 2017)	0	1	1	Liu, M., Wei, Y., Qian, W., Zhang, H.: Robust plant tracking in noisy image sequences using optimal CRF graph matching. IEEE Signal Process. Lett. 24(8), 1168â€“1172 (2017)	Robust Plant Cell Tracking in Noisy Image Sequences Using Optimal CRF Graph Matching	Min Liu and Yangliu Wei and Weili Qian and Hongzhong Zhang	2017
('Dynamic conditional random fields', 2004)	0	0	1	Lafferty, J.D., McCallum, A., Pereira, F.C.: Conditional random fields: probabilistic models for segmenting and labeling sequence data. In the 18th International Conference on Machine Learning (ICML), pp. 282â€“289 (2001)	Dynamic conditional random fields	Charles Sutton and Khashayar Rohanimanesh and Andrew McCallum	2004
('Rao-Blackwellized particle filter for multiple target tracking', 2007)	0	0	1	Zhao, Z., Kumar, M.: An MCMC-based particle filter for multiple target tracking. In: Information Fusion (FUSION), 15th International Conference on IEEE, pp. 1676â€“1682 (2012)	Rao-Blackwellized particle filter for multiple target tracking	Simo Särkkä and Aki Vehtari and Jouko Lampinen	2007
('Multi-Grained Random Fields for Mitosis Identification in Time-Lapse Phase Contrast Microscopy Image Sequences', 2017)	0	1	1	Liu, A., Tang, J., Nie, W., Su, Y.: Multi-grained random fields for mitosis identification in tim-lapse phase contrast microscopy image sequences. IEEE Trans. Med. Imaging 36(8), 1699â€“1710 (2017)	Multi-Grained Random Fields for Mitosis Identification in Time-Lapse Phase Contrast Microscopy Image Sequences	An-An Liu and Jinhui Tang and Weizhi Nie and Yuting Su	2017
('Mining knowledge from interconnected data', 2012)	0	0	1	Y. Sun, J. Han, X. Yan, P. S. Yu, and T. Wu, â€œPathSim: Meta path-based top-K similarity search in heterogeneous information networks,â€\x9d Proc. VLDB Endowment, vol. 4, no. 11, pp. 992â€“1003, 2011.	Mining knowledge from interconnected data	Yizhou Sun and Jiawei Han and Xifeng Yan and Philip S. Yu	2012
('Jerome H. Friedman. 1996. Another approach to polychotomous classification. Technical report, Department of Statistics, Stanford University.', 'CITATION ONLY')	0	0	1	Jerome H. Friedman. 1996. Another approach to polychotomous classification. Technical report, Department of Statistics, Stanford University.	Diagnosis and Management of Spontaneous Pneumothorax in the Emergency Department: A Review of the Most Current Clinical Evidence for Diagnosis and Treatment	None	2016
('Probabilistic Graphical Models: Principles and Techniques by Daphne Koller and Nir Friedman, MIT Press, 1231 pp., $95.00, ISBN 0-262-01319-3', 2011)	0	0	1	D. Koller and N. Friedman, Probabilistic Graphical Models: Principles and Techniques. Cambridge, MA, USA: MIT Press, 2009.	Probabilistic Graphical Models: Principles and Techniques by Daphne Koller and Nir Friedman, MIT Press, 1231 pp., $95.00, ISBN 0-262-01319-3	Simon Parsons	2011
('The Rectilinear Steiner Tree Problem is $NP$-Complete', 1977)	0	1	1	M. R. Garey and D. S. Johnson, â€œThe rectilinear Steiner tree problem is NP-complete,â€\x9d SIAM J. Appl. Math., vol. 32, no. 4, pp. 826â€“834, 1977.	The Rectilinear Steiner Tree Problem is $NP$-Complete	M. R. Garey and D. S. Johnson	1977
('L. Meng, A. Striegel, and T. Milenkovic, â€œLocal versus global Â´ biological network alignment,â€\\x9d Bioinformatics, vol. 32, no. 20, pp. 3155â€“3164, 2016.', 'CITATION ONLY')	0	1	1	L. Meng, A. Striegel, and T. Milenkovic, â€œLocal versus global Â´ biological network alignment,â€\x9d Bioinformatics, vol. 32, no. 20, pp. 3155â€“3164, 2016.	Local versus global biological network alignment	Lei Meng and Aaron Striegel and Tijana Milenkovi\u0107	2016
('L. Meng, A. Striegel, and T. Milenkovic, â€œIgloo: Integrating global and local biological network alignment,â€\\x9d 2016.', 'CITATION ONLY')	0	1	1	L. Meng, A. Striegel, and T. Milenkovic, â€œIgloo: Integrating global and local biological network alignment,â€\x9d 2016.	Local versus global biological network alignment	Lei Meng and Aaron Striegel and Tijana Milenkovi\u0107	2016
('Weighting-based semantic similarity measure based on topological parameters in semantic taxonomy', 2018)	0	0	1	P. Resnik et al., â€œSemantic similarity in a taxonomy: An information-based measure and its application to problems of ambiguity in natural language,â€\x9d J. Artif. Intell. Res.(JAIR), vol. 11, pp. 95â€“130, 1999.	Weighting-based semantic similarity measure based on topological parameters in semantic taxonomy	ABDULGABBAR SAIF and UMMI ZAKIAH ZAINODIN and NAZLIA OMAR and ABDULLAH SAEED GHAREB	2018
