hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Gromov-Hausdorff Stable Signatures for Shapes using Persistence', 2009)	F. Chazal, D. Cohen-Steiner, L. J. Guibas, F. Memoli, and S. Y. Oudot, â€œGromovHausdorff Â´ Stable Signatures for Shapes using Persistence,â€\x9d Eurographics Symp. Geom. Process., vol. 28, no. 5, pp. 1393â€“1403, 2009.	0	0		Frédéric Chazal and David Cohen-Steiner and Leonidas J. Guibas and Facundo Mémoli and Steve Y. Oudot	Gromov-Hausdorff Stable Signatures for Shapes using Persistence	2009	http://dx.doi.org/10.1111/j.1467-8659.2009.01516.x	10.1111/j.1467-8659.2009.01516.x
('The cut-off phenomenon for random walks on Hamming graphs with variable growth conditions', 1997)	P. Erdos and A. R Ë\x9d enyi, â€œOn the evolution of random graphs,â€\x9d Â´ Publ. Math. Inst. Hungar. Acad. Sci, vol. 5, pp. 17â€“61, 1960.	0	0		Akihito Hora	The cut-off phenomenon for random walks on Hamming graphs with variable growth conditions	1997	http://dx.doi.org/10.2977/prims/1195145152	10.2977/prims/1195145152
('G. Carlsson, F. Memoli, A. Ribeiro, and S. Segarra, â€œAxiomatic construction of hierarchi- Â´ cal clustering in asymmetric networks,â€\\x9d in IEEE Int. Conf. Acoust., Speech, Signal Process., pp. 5219â€“5223, 2013.', 'CITATION ONLY')	G. Carlsson, F. Memoli, A. Ribeiro, and S. Segarra, â€œAxiomatic construction of hierarchi- Â´ cal clustering in asymmetric networks,â€\x9d in IEEE Int. Conf. Acoust., Speech, Signal Process., pp. 5219â€“5223, 2013.	0	0		Gunnar Carlsson and Facundo Memoli and Alejandro Ribeiro and Santiago Segarra	Axiomatic construction of hierarchical clustering in asymmetric networks	2013	http://dx.doi.org/10.1109/icassp.2013.6638658	10.1109/icassp.2013.6638658
('Data Management Essentials Using SAS and JMP', 2016)	R. Klimberg, Fundamentals Of Predictive Analytics With JMP. SAS Institute, 2016.	0	0		Julie M. Kezik and Melissa E. Hill	Data Management Essentials Using SAS and JMP	2016	http://dx.doi.org/10.1017/cbo9781316335307	10.1017/cbo9781316335307
('A distribution-based clustering algorithm for mining in large spatial databases', None)	M. Ester, H.-P. Kriegel, J. Sander, X. Xu, et al., â€œA density-based algorithm for discovering clusters in large spatial databases with noise.,â€\x9d Kdd, vol. 96, pp. 226â€“231, Aug. 1996.	0	0		None	A distribution-based clustering algorithm for mining in large spatial databases	None	http://dx.doi.org/10.1109/icde.1998.655795	10.1109/icde.1998.655795
('Time varying undirected graphs', 2010)	R. I. Kondor and J. Lafferty, â€œDiffusion kernels on graphs and other discrete input spaces,â€\x9d in Int. Conf. Mach. Learn., vol. 2, pp. 315â€“322, Jul. 2002.	0	0		Shuheng Zhou and John Lafferty and Larry Wasserman	Time varying undirected graphs	2010	http://dx.doi.org/10.1007/s10994-010-5180-0	10.1007/s10994-010-5180-0
('Introduction to Matrix Analysis (Richard Bellman)', 1960)	R. Bellman, Introduction To Matrix Analysis, vol. 960. SIAM, 1970.	0	0		R. A. Willoughby	Introduction to Matrix Analysis (Richard Bellman)	1960	http://dx.doi.org/10.1137/1002051	10.1137/1002051
('LINEAR STATIONARY ITERATIVE METHODS', 1971)	D. M. Young, Iterative Solution Of Large Linear Systems. New York, Academic Press, 1971.	0	0		David M. Young	LINEAR STATIONARY ITERATIVE METHODS	1971	http://dx.doi.org/10.1016/b978-0-12-773050-9.50011-5	10.1016/b978-0-12-773050-9.50011-5
('Unconstrained Handwritten Digit Recognition: Experimentation on MNIST Database', 2006)	Y. Lecun and C. Cortes, â€œThe MNIST database of handwritten digits.â€\x9d	0	0		V. N. Manjunath Aradhya and G. Hemantha Kumar and S. Noushath	Unconstrained Handwritten Digit Recognition: Experimentation on MNIST Database	2006	http://dx.doi.org/10.1142/9789812772381_0022	10.1142/9789812772381_0022
('Core Problems', 2010)	D. A. Rosenbaum, Human Motor Control. Academic press, 2009.	0	0		David A. Rosenbaum	Core Problems	2010	http://dx.doi.org/10.1016/b978-0-12-374226-1.00002-4	10.1016/b978-0-12-374226-1.00002-4
('Cushing’s Disease – Quality of Life, Recurrence and Long-term Morbidity', 2015)	S. M. Smith, â€œBET: Brain extraction tool,â€\x9d FMRIB TR00SMS2b, Oxford Centre for Functional Magnetic Resonance Imaging of the Brain), Department of Clinical Neurology, Oxford University, John Radcliffe Hospital, Headington, UK, 2000.	0	0		None	Cushing’s Disease – Quality of Life, Recurrence and Long-term Morbidity	2015	http://dx.doi.org/10.17925/use.2015.11.1.55	10.17925/use.2015.11.1.55
('Principles of brain functioning: A synergetic approach to brain activity, behavior, and cognition by H. Haken, Springer-Verlag, Berlin, 1996. $69.00 (cloth), xiii + 347 pp.', 1997)	H. Haken, Principles Of Brain Functioning: A synergetic Approach To Brain Activity, Behavior And Cognition, vol. 67. Springer Science & Business Media, 2013.	0	0		G Bard Ermentrout	Principles of brain functioning: A synergetic approach to brain activity, behavior, and cognition by H. Haken, Springer-Verlag, Berlin, 1996. $69.00 (cloth), xiii + 347 pp.	1997	http://dx.doi.org/10.1016/s0092-8240(97)83526-4	10.1016/s0092-8240(97)83526-4
('A Spectral Method for Generating Surrogate Graph Signals', 2016)	E. Pirondini, A. Vybornova, M. Coscia, and D. Van De Ville, â€œSpectral method for generating surrogate graph signals,â€\x9d IEEE Signal Process. Lett., vol. 23, pp. 1275â€“1278, Sep. 2016.	0	0		E. Pirondini and A. Vybornova and M. Coscia and D. Van De Ville	A Spectral Method for Generating Surrogate Graph Signals	2016	http://dx.doi.org/10.1109/lsp.2016.2594072	10.1109/lsp.2016.2594072
('An approximation tour', 1999)	S. Mallat, A Wavelet Tour Of Signal Processing. Academic Press, 2009.	0	0		Stéphane Mallat	An approximation tour	1999	http://dx.doi.org/10.1016/b978-012466606-1/50011-8	10.1016/b978-012466606-1/50011-8
('From The Cover: The human brain is intrinsically organized into dynamic, anticorrelated functional networks', 2005)	M. D. Fox, A. Z. Snyder, J. L. Vincent, M. Corbetta, D. C. Van Essen, and M. E. Raichle, â€œThe human brain is intrinsically organized into dynamic, anticorrelated functional networks,â€\x9d Proc. Natl. Acad. Sci. U.S.A., vol. 102, pp. 9673â€“9678, May 2005.	0	0		M. D. Fox and A. Z. Snyder and J. L. Vincent and M. Corbetta and D. C. Van Essen and M. E. Raichle	From The Cover: The human brain is intrinsically organized into dynamic, anticorrelated functional networks	2005	http://dx.doi.org/10.1073/pnas.0504136102	10.1073/pnas.0504136102
('EXPERIMENTAL ANALYSIS OF DESIGN CHOICES IN MULTIATTRIBUTE UTILITY COLLABORATIVE FILTERING', 2007)	J. S. Breese, D. Heckerman, and C. Kadie, â€œEmpirical analysis of predictive algorithms for collaborative filtering,â€\x9d in Conf. Uncertain. Artif. Intell., pp. 43â€“52, Jul. 1998.	0	0		NIKOS MANOUSELIS and CONSTANTINA COSTOPOULOU	EXPERIMENTAL ANALYSIS OF DESIGN CHOICES IN MULTIATTRIBUTE UTILITY COLLABORATIVE FILTERING	2007	http://dx.doi.org/10.1142/s021800140700548x	10.1142/s021800140700548x
('An Interior-Point Method for Large-Scale -Regularized Least Squares', 2007)	S. Kim, K. Koh, M. Lustig, S. Boyd, and D. Gorinevsky, â€œA method for large-scale l1- regularised least squares problems with applications in signal processing and statistics,â€\x9d IEEE J. Select. Topics Signal Process, vol. 1, pp. 606â€“617, Dec. 2007.	0	0		Seung-Jean Kim and K. Koh and M. Lustig and Stephen Boyd and Dimitry Gorinevsky	An Interior-Point Method for Large-Scale -Regularized Least Squares	2007	http://dx.doi.org/10.1109/jstsp.2007.910971	10.1109/jstsp.2007.910971
('A novel rule generator for intrusion detection based on frequent subgraph mining', 2017)	Herrera-Semenets, V., Acosta-Mendoza, N., Gago-Alonso, A.: A Framework for intrusion detection based on frequent subgraph mining. In: The 2nd SDM Workshop on Mining Networks and Graphs: A Big Data Analytic Challenge (SDM-Networks 2015), Vancouver, BC, Canada (2015)	0	0		Vitali Herrera-Semenets and Andres Gago-Alonso	A novel rule generator for intrusion detection based on frequent subgraph mining	2017	http://dx.doi.org/10.4067/s0718-33052017000200226	10.4067/s0718-33052017000200226
('GRAPH-BASED HIERARCHICAL CONCEPTUAL CLUSTERING', 2001)	GonzÃ¡lez, J., Holder, L., Cook, D.: Graph-based concept learning. In: Proceedings of the Fourteenth International Florida Artificial Intelligence Research Society Conference, pp. 377â€“381. AAAI Press, Key West (2001)	0	0		ISTVAN JONYER and LAWRENCE B. HOLDER and DIANE J. COOK	GRAPH-BASED HIERARCHICAL CONCEPTUAL CLUSTERING	2001	http://dx.doi.org/10.1142/s0218213001000441	10.1142/s0218213001000441
('Extension of Canonical Adjacency Matrices for Frequent Approximate Subgraph Mining on Multi-Graph Collections', 2017)	Gago-Alonso, A., Puentes-Luberta, A., Carrasco-Ochoa, J., Medina-Pagola, J., MartÃ­nez-Trinidad, J.: A new algorithm for mining frequent connected subgraphs based on adjacency matrices. Intell. Data Anal. 14, 385â€“403 (2010)	0	0		Niusvel Acosta-Mendoza and Andrés Gago-Alonso and Jesús Ariel Carrasco-Ochoa and José Fco. Martínez-Trinidad and José E. Medina-Pagola	Extension of Canonical Adjacency Matrices for Frequent Approximate Subgraph Mining on Multi-Graph Collections	2017	http://dx.doi.org/10.1142/s0218001417500252	10.1142/s0218001417500252
('Image Retrieval Based on Multi-features', 2011)	Oâ€™Hara, S., Draper, B.: Introduction to the bag of features paradigm for image classification and retrieval. Computing Research Repository (CoRR) abs/1101.3354 (2011)	0	0		Kong Fanhui	Image Retrieval Based on Multi-features	2011	http://dx.doi.org/10.1109/ncis.2011.87	10.1109/ncis.2011.87
('Análisis Comparativo de Algoritmos de Minería de Subgrafos Frecuentes', 2016)	Acosta-Mendoza, N.: ClasificaciÃ³n de imÃ¡genes basada en subconjunto de subgrafos frecuentes aproximados. Masterâ€™s thesis, The National Institute of Astrophysics, Optics and Electronics of Mexico (INAOE), July 2013	0	0		Santiago Bianco	Análisis Comparativo de Algoritmos de Minería de Subgrafos Frecuentes	2016	http://dx.doi.org/10.18294/relais.2016.111-142	10.18294/relais.2016.111-142
('Classification Analysis: Allocation of Observations to Groups', 2012)	McQueen, J.: Some methods for classification and analysis of multivariate observations. In: Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Statistics, pp. 281â€“297. University of California Press (1967)	0	0		None	Classification Analysis: Allocation of Observations to Groups	2012	http://dx.doi.org/10.1002/9781118391686.ch9	10.1002/9781118391686.ch9
('Front Matter', 2017)	Arthur, D., Vassilvitskii, S.: K-means: the advantages of carefull seeding. In: Proceedings of the Eighteenth Annual ACM-SIAM Symposium on Discrete Algorithms, pp. 1027â€“1035. ACM (2007)	0	0		None	Front Matter	2017	http://dx.doi.org/10.1137/1.9781611974782.fm	10.1137/1.9781611974782.fm
('A &#x201C;string of feature graphs&#x201D; model for recognition of complex activities in natural videos', 2011)	U. Gaur, Y. Zhu, B. Song, and A. Roy-Chowdhury, â€œA string of feature graphs model for recognition of complex activities in natural videos,â€\x9d in Proc. of IEEE International Conference on Computer Vision, pp. 2595-2602, 2011.	0	0		U. Gaur and Y. Zhu and B. Song and A. Roy-Chowdhury	A &#x201C;string of feature graphs&#x201D; model for recognition of complex activities in natural videos	2011	http://dx.doi.org/10.1109/iccv.2011.6126548	10.1109/iccv.2011.6126548
('B. Gauzere, L. Brun, D. Villemin, and M. Brun, â€œGraph kernels based on relevant patterns and cycle information for chemoinformatics,â€\\x9d in Proc. of IEEE International Conference on Pattern Recognition, pp. 1775-1778, 2012.', 'CITATION ONLY')	B. Gauzere, L. Brun, D. Villemin, and M. Brun, â€œGraph kernels based on relevant patterns and cycle information for chemoinformatics,â€\x9d in Proc. of IEEE International Conference on Pattern Recognition, pp. 1775-1778, 2012.	0	0		Benoit Gaüzère and Luc Brun and Didier Villemin	Two new graphs kernels in chemoinformatics	2012	http://dx.doi.org/10.1016/j.patrec.2012.03.020	10.1016/j.patrec.2012.03.020
("“The More Things Change…”LiebertR. M., & NealeJ. M.Psychology. New York: John Wiley and Sons, Inc., 1977, Pp. 492 + xi.VachonR. A., & DoranJ.Student Study Guide. New York: John Wiley and Sons. Inc., 1977, Pp. 273.VachonR. A., & FranzblauS.Instructor's Resource Manual.New York: John Wiley and Sons, Inc., 1977, Pp. 142.VachonR. A., & FranzblauS.Test Items. New York: John Wiley and Sons, Inc., 1977, Pp. 89.", 1977)	W. Imrich and S. Klavzar, â€œProduct graphs: structure and recognition,â€\x9d John Wiley & Sons, New York, 2000.	0	0		None	“The More Things Change…”LiebertR. M., & NealeJ. M.Psychology. New York: John Wiley and Sons, Inc., 1977, Pp. 492 + xi.VachonR. A., & DoranJ.Student Study Guide. New York: John Wiley and Sons. Inc., 1977, Pp. 273.VachonR. A., & FranzblauS.Instructor's Resource Manual.New York: John Wiley and Sons, Inc., 1977, Pp. 142.VachonR. A., & FranzblauS.Test Items. New York: John Wiley and Sons, Inc., 1977, Pp. 89.	1977	http://dx.doi.org/10.1207/s15328023top0404_16	10.1207/s15328023top0404_16
('Application of Artificial Neural Network in Cellular Handoff Management', 2007)	M. Parsana, S. Bhattacharya, C. Bhattacharya, and K. Ramakrishnan, â€œKernels on attributed pointsets with applications,â€\x9d in Proc. of Annual Conference on Neural Information Processing Systems, pp. 1129-1136, 2007.	0	0		P. P. Bhattacharya	Application of Artificial Neural Network in Cellular Handoff Management	2007	http://dx.doi.org/10.1109/iccima.2007.252	10.1109/iccima.2007.252
('Action MACH a spatio-temporal Maximum Average Correlation Height filter for action recognition', 2008)	M.D. Rodriguez, J. Ahmed, and M. Shah, â€œAction MACH: a spatio-temporal maximum average correlation height filter for action recognition,â€\x9d in Proc. of IEEE Conference on Computer Vision and Pattern Recognition, pp. 1-8, 2008.	0	0		Mikel D. Rodriguez and Javed Ahmed and Mubarak Shah	Action MACH a spatio-temporal Maximum Average Correlation Height filter for action recognition	2008	http://dx.doi.org/10.1109/cvpr.2008.4587727	10.1109/cvpr.2008.4587727
('S. Vishwanathan, N.N. Schraudolph, R. Kondor, and K.M. Borgwardt, â€œGraph kernels,â€\\x9d Journal of Machine Learning Research, vol. 11, no. 2, pp. 1201-1242, 2010.', 'CITATION ONLY')	S. Vishwanathan, N.N. Schraudolph, R. Kondor, and K.M. Borgwardt, â€œGraph kernels,â€\x9d Journal of Machine Learning Research, vol. 11, no. 2, pp. 1201-1242, 2010.	0	0		KARSTEN M. BORGWARDT and HANS-PETER KRIEGEL and S. V. N. VISHWANATHAN and NICOL N. SCHRAUDOLPH	GRAPH KERNELS FOR DISEASE OUTCOME PREDICTION FROM PROTEIN-PROTEIN INTERACTION NETWORKS	2006	http://dx.doi.org/10.1142/9789812772435_0002	10.1142/9789812772435_0002
("Good Things (Also) Come in Big PackagesBaronR. A.ByrneD.KantowitzB. H., Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 846 + xv.BaronR. A.PaulusP.AllenB.SmithG. Computerized Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.BernP. A.SmithG. F. Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, (1,300 questions).KennyR. W.BoelterD.DavisR. Slide Program (with Resource Guide) for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.PaulusP. B.BaronR. A. Study Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston. 1980, 311 + viii.SantogrossiD. A. Personalized Mastery Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehartand Winston, 1980, 315 + v.SmithG. F.BemP. A. Instructor's Manual to accompany Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 105 + iv.", 1981)	J. Nocdal and S. Wrihgt, â€œNumerical optimizationâ€\x9d, In New York; Sringer Verlag, 2nd ed, 2006.	0	0		None	Good Things (Also) Come in Big PackagesBaronR. A.ByrneD.KantowitzB. H., Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 846 + xv.BaronR. A.PaulusP.AllenB.SmithG. Computerized Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.BernP. A.SmithG. F. Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, (1,300 questions).KennyR. W.BoelterD.DavisR. Slide Program (with Resource Guide) for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.PaulusP. B.BaronR. A. Study Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston. 1980, 311 + viii.SantogrossiD. A. Personalized Mastery Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehartand Winston, 1980, 315 + v.SmithG. F.BemP. A. Instructor's Manual to accompany Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 105 + iv.	1981	http://dx.doi.org/10.1207/s15328023top0802_23	10.1207/s15328023top0802_23
('Robust feature description and matching using local graph', 2013)	T. Cour, P. Srinivasan, and J. Shi, â€œBalanced graph matching,â€\x9d in Proc. of Annual Conference on Neural Information Processing Systems, pp. 313-320, 2006.	0	0		Man Hee Lee and In Kyu Park	Robust feature description and matching using local graph	2013	http://dx.doi.org/10.1109/apsipa.2013.6694289	10.1109/apsipa.2013.6694289
('M. Leordeanu and M. Hebert, â€œA spectral technique for correspondence problem using pairwise constraints,â€\\x9d in Proc. of IEEE International Conference on Computer Vision, pp. 1482-1489, 2005.', 'CITATION ONLY')	M. Leordeanu and M. Hebert, â€œA spectral technique for correspondence problem using pairwise constraints,â€\x9d in Proc. of IEEE International Conference on Computer Vision, pp. 1482-1489, 2005.	0	0		M. Leordeanu and M. Hebert	A spectral technique for correspondence problems using pairwise constraints	2005	http://dx.doi.org/10.1109/iccv.2005.20	10.1109/iccv.2005.20
('Human action recognition via multi-task learning base on spatial–temporal feature', 2015)	W. Guo and G. Chen, â€œHuman action recognition via multitask learning base on spatial-temporal feature,â€\x9d Information Sciences, vol. 320, no. 3, pp. 418-428, Nov. 2015.	0	0		Wenzhong Guo and Guolong Chen	Human action recognition via multi-task learning base on spatial–temporal feature	2015	http://dx.doi.org/10.1016/j.ins.2015.04.034	10.1016/j.ins.2015.04.034
('N. Shervashidze, P. Schweitzer, E.J. Leeuwen, K. Mehlhorn, and K.M. Borgwardt. â€œWeisfeiler-lehman graph kernels,â€\\x9d Journal of Machine Learning Research, vol. 12, pp. 2539-2561, 2011.', 'CITATION ONLY')	N. Shervashidze, P. Schweitzer, E.J. Leeuwen, K. Mehlhorn, and K.M. Borgwardt. â€œWeisfeiler-lehman graph kernels,â€\x9d Journal of Machine Learning Research, vol. 12, pp. 2539-2561, 2011.	0	0		Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt	The graphlet spectrum	2009	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('N. Shervashidze, S. Vishwanathan, and T.H. Petri, â€œEfficient graphlet kernels for large graph comparison,â€\\x9d Journal of Machine Learning Research, vol. 5, pp. 488-495, 2009.', 'CITATION ONLY')	N. Shervashidze, S. Vishwanathan, and T.H. Petri, â€œEfficient graphlet kernels for large graph comparison,â€\x9d Journal of Machine Learning Research, vol. 5, pp. 488-495, 2009.	0	0		Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt	The graphlet spectrum	2009	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('Li SZ, Yu B, Wu W, Su SZ, Ji RR (2015) Feature learning based on SAEâ€“PCA network for human gesture recognition in RGBD images. Neurocomputing 151:565â€“573.  https://doi.org/10.1016/j.neucom.2014.06.086', 'CITATION ONLY')	Li SZ, Yu B, Wu W, Su SZ, Ji RR (2015) Feature learning based on SAEâ€“PCA network for human gesture recognition in RGBD images. Neurocomputing 151:565â€“573.  https://doi.org/10.1016/j.neucom.2014.06.086	0	0		Shao-Zi Li and Bin Yu and Wei Wu and Song-Zhi Su and Rong-Rong Ji	Feature learning based on SAE–PCA network for human gesture recognition in RGBD images	2015	http://dx.doi.org/10.1016/j.neucom.2014.06.086	10.1016/j.neucom.2014.06.086
('Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135', 'CITATION ONLY')	Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135	0	0		None	Skeleton-based dynamic hand gesture recognition using 3D depth data	2018	http://dx.doi.org/10.2352/issn.2470-1173.2018.18.3dipm-461	10.2352/issn.2470-1173.2018.18.3dipm-461
('J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.', 'CITATION ONLY')	J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.	0	0		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Rucco R, Agosti V, Jacini F, Sorrentino P, Varriale P, Stefano MD, Milan G, Montella P, Sorrentino G (2017) Spatio-temporal and kinematic gait analysis in patients with frontotemporal dementia and alzheimerâ€™s disease through 3d motion capture. Gait Posture 52:312â€“317.  https://doi.org/10.1016/j.gaitpost.2016.12.021', 'CITATION ONLY')	Rucco R, Agosti V, Jacini F, Sorrentino P, Varriale P, Stefano MD, Milan G, Montella P, Sorrentino G (2017) Spatio-temporal and kinematic gait analysis in patients with frontotemporal dementia and alzheimerâ€™s disease through 3d motion capture. Gait Posture 52:312â€“317.  https://doi.org/10.1016/j.gaitpost.2016.12.021	0	0		Rosaria Rucco and Valeria Agosti and Francesca Jacini and Pierpaolo Sorrentino and Pasquale Varriale and Manuela De Stefano and Graziella Milan and Patrizia Montella and Giuseppe Sorrentino	Spatio-temporal and kinematic gait analysis in patients with Frontotemporal dementia and Alzheimer’s disease through 3D motion capture	2017	http://dx.doi.org/10.1016/j.gaitpost.2016.12.021	10.1016/j.gaitpost.2016.12.021
('Cahill-Rowley K, Rose J (2017) Temporalâ€“spatial reach parameters derived from inertial sensors: Comparison to 3d marker-based motion capture. J Biomech 52:11â€“16.  https://doi.org/10.1016/j.jbiomech.2016.10.031', 'CITATION ONLY')	Cahill-Rowley K, Rose J (2017) Temporalâ€“spatial reach parameters derived from inertial sensors: Comparison to 3d marker-based motion capture. J Biomech 52:11â€“16.  https://doi.org/10.1016/j.jbiomech.2016.10.031	0	0		Katelyn Cahill-Rowley and Jessica Rose	Temporal–spatial reach parameters derived from inertial sensors: Comparison to 3D marker-based motion capture	2017	http://dx.doi.org/10.1016/j.jbiomech.2016.10.031	10.1016/j.jbiomech.2016.10.031
('Real-Time Multi-scale Action Detection from 3D Skeleton Data', 2015)	M.E. Hussein, M. Torki, M.A. Gowayyed, M. El-Saban, Human action recognition using a temporal hierarchy of covariance descriptors on 3d joint locations., in: IJCAI, Vol. 13, 2013, pp. 2466â€“2472.	0	0		Amr Sharaf and Marwan Torki and Mohamed E. Hussein and Motaz El-Saban	Real-Time Multi-scale Action Detection from 3D Skeleton Data	2015	http://dx.doi.org/10.1109/wacv.2015.138	10.1109/wacv.2015.138
('Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133â€“144 https://doi.org/10.1007/s00500-014-1237-5', 'CITATION ONLY')	Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133â€“144 https://doi.org/10.1007/s00500-014-1237-5	0	0		Qinkun Xiao and Yi Wang and Haiyun Wang	Motion retrieval using weighted graph matching	2014	http://dx.doi.org/10.1007/s00500-014-1237-5	10.1007/s00500-014-1237-5
('M. Barnachon, S. Bouakaz, B. Boufama, E. Guillou Ongoing human action Pattern Recognition, 47 (1) (2014), pp. 238â€“247 https://doi.org/10.1016/j.patcog.2013.06.020', 'CITATION ONLY')	M. Barnachon, S. Bouakaz, B. Boufama, E. Guillou Ongoing human action Pattern Recognition, 47 (1) (2014), pp. 238â€“247 https://doi.org/10.1016/j.patcog.2013.06.020	0	0		Mathieu Barnachon and Saïda Bouakaz and Boubakeur Boufama and Erwan Guillou	Ongoing human action recognition with motion capture	2014	http://dx.doi.org/10.1016/j.patcog.2013.06.020	10.1016/j.patcog.2013.06.020
('D. Leightley, B. Li, J.S. McPhee, M.H. Yap, J. Darby, Exemplar-based human, in: Lecture Notes in Computer Science, Springer International Publishing, 2014, pp. 12â€“20. doi:10.1007/978-3-319-11755-32.', 'CITATION ONLY')	D. Leightley, B. Li, J.S. McPhee, M.H. Yap, J. Darby, Exemplar-based human, in: Lecture Notes in Computer Science, Springer International Publishing, 2014, pp. 12â€“20. doi:10.1007/978-3-319-11755-32.	0	0		Daniel Leightley and Baihua Li and Jamie S. McPhee and Moi Hoon Yap and John Darby	Exemplar-Based Human Action Recognition with Template Matching from a Stream of Motion Capture	2014	http://dx.doi.org/10.1007/978-3-319-11755-3_2	10.1007/978-3-319-11755-3_2
('P.V.V. Kishore, D.A. Kumar, A.S.C.S. Sastry, E.K. Kumar Motionlets matching with IEEE Sensors Journal, 18 (8) (2018), pp. 3327â€“3337 https://doi.org/10.1109/jsen.2018.2810449', 'CITATION ONLY')	P.V.V. Kishore, D.A. Kumar, A.S.C.S. Sastry, E.K. Kumar Motionlets matching with IEEE Sensors Journal, 18 (8) (2018), pp. 3327â€“3337 https://doi.org/10.1109/jsen.2018.2810449	0	0		P. V. V. Kishore and D. Anil Kumar and A. S. Chandra Sekhara Sastry and E. Kiran Kumar	Motionlets Matching With Adaptive Kernels for 3-D Indian Sign Language Recognition	2018	http://dx.doi.org/10.1109/jsen.2018.2810449	10.1109/jsen.2018.2810449
('E.K. Kumar, P.V.V. Kishore, A.S.C.S. Sastry, M.T.K. Kumar, D.A. Kumar Training CNNs for 3-d IEEE Signal Processing Letters, 25 (5) (2018), pp. 645â€“649 https://doi.org/10.1109/lsp.2018.2817179', 'CITATION ONLY')	E.K. Kumar, P.V.V. Kishore, A.S.C.S. Sastry, M.T.K. Kumar, D.A. Kumar Training CNNs for 3-d IEEE Signal Processing Letters, 25 (5) (2018), pp. 645â€“649 https://doi.org/10.1109/lsp.2018.2817179	0	0		E. Kiran Kumar and P. V. V. Kishore and A. S. C. S. Sastry and M. Teja Kiran Kumar and D. Anil Kumar	Training CNNs for 3-D Sign Language Recognition With Color Texture Coded Joint Angular Displacement Maps	2018	http://dx.doi.org/10.1109/lsp.2018.2817179	10.1109/lsp.2018.2817179
('View invariant human action recognition using histograms of 3D joints', 2012)	L. Xia, C.-C. Chen, J.K. Aggarwal, View invariant human, in: 2012 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, IEEE, 2012. doi:10.1109/cvprw.2012.6239233.	0	0		Lu Xia and Chia-Chih Chen and J. K. Aggarwal	View invariant human action recognition using histograms of 3D joints	2012	http://dx.doi.org/10.1109/cvprw.2012.6239233	10.1109/cvprw.2012.6239233
('Fusing Spatiotemporal Features and Joints for 3D Action Recognition', 2013)	Y. Zhu, W. Chen, G. Guo, Fusing, in: 2013IEEE Conference on Computer Vision and Pattern Recognition Workshops, IEEE, 2013. doi:10.1109/cvprw.2013.78.	0	0		Yu Zhu and Wenbin Chen and Guodong Guo	Fusing Spatiotemporal Features and Joints for 3D Action Recognition	2013	http://dx.doi.org/10.1109/cvprw.2013.78	10.1109/cvprw.2013.78
