hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Efficient content-based retrieval of motion capture data', 2005)	M. Muller, T. Roder, M. Clausen, B. Eberhardt, B. Kruger, A. Weber, Documentation mocap database hdm05.	1	1	('Documentation mocap database hdm05.', 2007)	Meinard M�ller and Tido R�der and Michael Clausen and B Eberhardt and B Kruger and A Weber	Documentation mocap database hdm05.	2007	http://dx.doi.org/10.1145/1186822.1073247	10.1145/1186822.1073247
('Enhanced Fritz John Conditions for Convex Programming', 2006)	Dimitri P. Bertsekas. Convex analysis and optimization. Athena Scientific, Belmont, MA, 2003. With Angelia Nedi´c and Asuman E. Ozdaglar.	1	1	('Convex analysis and optimization', 2003)	Dimitri P Bertsekas	Convex analysis and optimization	2003	http://dx.doi.org/10.1137/040613068	10.1137/040613068
('EXPERIMENTAL ANALYSIS OF DESIGN CHOICES IN MULTIATTRIBUTE UTILITY COLLABORATIVE FILTERING', 2007)	J. S. Breese, D. Heckerman, and C. Kadie, “Empirical analysis of predictive algorithms for collaborative filtering,�\x9d in Conf. Uncertain. Artif. Intell., pp. 43–52, Jul. 1998.	1	1	('Empirical analysis of predictive algorithms for collaborative filtering', 1998)	J S Breese and D Heckerman and C Kadie	Empirical analysis of predictive algorithms for collaborative filtering	1998	http://dx.doi.org/10.1142/s021800140700548x	10.1142/s021800140700548x
('Extension of Canonical Adjacency Matrices for Frequent Approximate Subgraph Mining on Multi-Graph Collections', 2017)	Gago-Alonso, A., Puentes-Luberta, A., Carrasco-Ochoa, J., Medina-Pagola, J., Martínez-Trinidad, J.: A new algorithm for mining frequent connected subgraphs based on adjacency matrices. Intell. Data Anal. 14, 385–403 (2010)	1	1	('A new algorithm for mining frequent connected subgraphs based on adjacency matrices.', 2010)	A Gago-Alonso and A Puentes-Luberta and J Carrasco-Ochoa and J Medina-Pagola and J Martínez-Trinidad	A new algorithm for mining frequent connected subgraphs based on adjacency matrices.	2010	http://dx.doi.org/10.1142/s0218001417500252	10.1142/s0218001417500252
('Faster Kernels for Graphs with Continuous Attributes via Hashing', 2016)	Kristian Kersting, Nils M. Kriege, Christopher Morris, Petra Mutzel, and Marion Neumann. Benchmark Data Sets for Graph Kernels, 2016. URL http://graphkernels.cs.tu-dortmund.de.	1	1	('Benchmark Data Sets for Graph Kernels', 2016)	Christopher Morris and Nils M. Kriege and Kristian Kersting and Petra Mutzel and Marion Neumann	Benchmark Data Sets for Graph Kernels	2016	http://dx.doi.org/10.1109/icdm.2016.0142	10.1109/icdm.2016.0142
('Foreword', 1973)	C. Berge, Graphs And Hypergraphs. North-Holland Publishing Company, 1976.	1	1	('Graphs And Hypergraphs.', 1976)	C. Berge	Graphs And Hypergraphs.	1976	http://dx.doi.org/10.1016/s0924-6509(09)70330-7	10.1016/s0924-6509(09)70330-7
('Fractional Flow Reserve Measurement by Computed Tomography: An Alternative to the Stress Test', 2016)	D.E. Knuth. The Stanford GraphBase: A Platform for Combinatorial Computing. ACM, New York, NY, USA (1993)	1	1	('The Stanford GraphBase: A Platform for Combinatorial Computing', 1993)	D E Knuth	The Stanford GraphBase: A Platform for Combinatorial Computing	1993	http://dx.doi.org/10.15420/icr.2016:1:2	10.15420/icr.2016:1:2
('Liu Y, Nie L, Han L, Zhang L, Rosenblum DS (2015) Action2activity: recognizing complex activities from sensor data. In: IJCAI, vol 2015, pp 1617–1623', 'CITATION ONLY')	Liu Y, Nie L, Han L, Zhang L, Rosenblum DS (2015) Action2activity: recognizing complex activities from sensor data. In: IJCAI, vol 2015, pp 1617–1623	1	1	('Action2activity: recognizing complex activities from sensor data', 2015)	Ye Liu and Liqiang Nie and L Han and L Zhang	Action2activity: recognizing complex activities from sensor data	2015	http://dx.doi.org/10.1016/j.neucom.2015.08.096	10.1016/j.neucom.2015.08.096
('Front Matter', 2017)	Arthur, D., Vassilvitskii, S.: K-means: the advantages of carefull seeding. In: Proceedings of the Eighteenth Annual ACM-SIAM Symposium on Discrete Algorithms, pp. 1027–1035. ACM (2007)	1	1	('K-means: the advantages of carefull seeding', 2007)	D Arthur and S Vassilvitskii	K-means: the advantages of carefull seeding	2007	http://dx.doi.org/10.1137/1.9781611974782.fm	10.1137/1.9781611974782.fm
('Global asymptotic stability for matrix-valued recurrent neural networks with time delays', 2017)	F. Monti, M. Bronstein, and X. Bresson, “Geometric matrix completion with recurrent multigraph neural networks,�\x9d in Adv. Neural Inf. Process. Syst., pp. 3700–3710, Dec. 2017.	1	1	('Geometric matrix completion with recurrent multigraph neural networks', 2017)	F Monti and M Bronstein and X Bresson	Geometric matrix completion with recurrent multigraph neural networks	2017	http://dx.doi.org/10.1109/ijcnn.2017.7966423	10.1109/ijcnn.2017.7966423
('Nino Shervashidze, Pascal Schweitzer, Erik Jan van Leeuwen, Kurt Mehlhorn, and Karsten M Borgwardt. Weisfeiler-Lehman Graph Kernels. Journal of Machine Learning Research, 12(Sep):2539–2561, 2011.', 'CITATION ONLY')	Nino Shervashidze, Pascal Schweitzer, Erik Jan van Leeuwen, Kurt Mehlhorn, and Karsten M Borgwardt. Weisfeiler-Lehman Graph Kernels. Journal of Machine Learning Research, 12(Sep):2539–2561, 2011.	1	1	('Weisfeiler-lehman graph kernels', 2011)	N Shervashidze and P Schweitzer and E J v Leeuwen and K Mehlhorn and K M Borgwardt	Weisfeiler-lehman graph kernels	2011	http://dx.doi.org/10.1109/icdm.2017.42	10.1109/icdm.2017.42
("Good Things (Also) Come in Big PackagesBaronR. A.ByrneD.KantowitzB. H., Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 846 + xv.BaronR. A.PaulusP.AllenB.SmithG. Computerized Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.BernP. A.SmithG. F. Test Bank for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, (1,300 questions).KennyR. W.BoelterD.DavisR. Slide Program (with Resource Guide) for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980.PaulusP. B.BaronR. A. Study Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston. 1980, 311 + viii.SantogrossiD. A. Personalized Mastery Guide for Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehartand Winston, 1980, 315 + v.SmithG. F.BemP. A. Instructor's Manual to accompany Psychology: Understanding Behavior (2nd ed.). New York: Holt, Rinehart and Winston, 1980, 105 + iv.", 1981)	J. Nocdal and S. Wrihgt, “Numerical optimization�\x9d, In New York; Sringer Verlag, 2nd ed, 2006.	1	1	('Numerical optimization', 2006)	J Nocdal and S Wright	Numerical optimization	2006	http://dx.doi.org/10.1207/s15328023top0802_23	10.1207/s15328023top0802_23
('Graph databases: the key to foolproof fraud detection?', 2016)	Robinson I, Webber J, Eifrem E. Graph Databases: New Opportunities for Connected Data[M]. O'Reilly Media, Inc. 2015.	1	1	('Graph Databases: New Opportunities for Connected Data', 2015)	I Robinson and J Webber and E Eifrem	Graph Databases: New Opportunities for Connected Data	2015	http://dx.doi.org/10.1016/s1361-3723(16)30024-0	10.1016/s1361-3723(16)30024-0
('Graph Isomorphism, 1980; McKay', None)	McKay, B.D.: Practical graph isomorphism. Congressus Numerantium 30, 45–87 (1981)	1	1	('Practical graph isomorphism', 1981)	B D McKay	Practical graph isomorphism	1981	http://dx.doi.org/10.1007/springerreference_57691	10.1007/springerreference_57691
('S. Vishwanathan, N.N. Schraudolph, R. Kondor, and K.M. Borgwardt, “Graph kernels,�\\x9d Journal of Machine Learning Research, vol. 11, no. 2, pp. 1201-1242, 2010.', 'CITATION ONLY')	S. Vishwanathan, N.N. Schraudolph, R. Kondor, and K.M. Borgwardt, “Graph kernels,�\x9d Journal of Machine Learning Research, vol. 11, no. 2, pp. 1201-1242, 2010.	1	1	('Graph kernels', 2010)	KARSTEN M. BORGWARDT and R Kondor and S. V. N. VISHWANATHAN and NICOL N. SCHRAUDOLPH	Graph kernels	2010	http://dx.doi.org/10.1142/9789812772435_0002	10.1142/9789812772435_0002
('GRAPH-BASED HIERARCHICAL CONCEPTUAL CLUSTERING', 2001)	González, J., Holder, L., Cook, D.: Graph-based concept learning. In: Proceedings of the Fourteenth International Florida Artificial Intelligence Research Society Conference, pp. 377–381. AAAI Press, Key West (2001)	1	1	('Graph-based concept learning', 2001)	J Gonzalez and LAWRENCE B. HOLDER and DIANE J. COOK	Graph-based concept learning	2001	http://dx.doi.org/10.1142/s0218213001000441	10.1142/s0218213001000441
('Harmonic mixtures', 2005)	Zhu, X., Ghahramani, Z., Lafferty, J.D.: Semi-supervised learning using gaussian fields and harmonic functions. In: 20th International Conference on Machine Learning, Washington DC, USA, pp. 912–919 (2003)	1	1	('Semi-supervised learning using gaussian fields and harmonic functions', 2003)	John Lafferty and Xiaojin Zhu and J Lafferty	Semi-supervised learning using gaussian fields and harmonic functions	2003	http://dx.doi.org/10.1145/1102351.1102484	10.1145/1102351.1102484
('HGA: de novo genome assembly method for bacterial genomes using high coverage short sequencing reads', 2016)	Maretty, L. et al. Sequencing and de novo assembly of 150 genomes from Denmark as a population reference. Nature 548, 87–91 (2017).	1	1	('Sequencing and de novo assembly of 150 genomes from Denmark as a population reference', 2017)	L Maretty	Sequencing and de novo assembly of 150 genomes from Denmark as a population reference	2017	http://dx.doi.org/10.1186/s12864-016-2515-7	10.1186/s12864-016-2515-7
('Hierarchical clustering methods and algorithms for asymmetric networks', 2013)	G. Carlsson and F. Memoli, “Characterization, stability and convergence of hierarchical clus- ´ tering methods,�\x9d J. Mach. Learn. Res, vol. 11, pp. 1425–1470, Apr. 2010.	1	1	('Characterization, stability and convergence of hierarchical clustering methods', 2010)	Gunnar Carlsson and Facundo Memoli	Characterization, stability and convergence of hierarchical clustering methods	2010	http://dx.doi.org/10.1109/acssc.2013.6810606	10.1109/acssc.2013.6810606
('How Do information Processing Systems Deal With Conflicting Information?', 2014)	J. L. Long, N. Zhang, and T. Darrell. Do convnets learn correspondence? In Advances in Neural Information Processing Systems, pages 1601–1609, 2014.	1	1	('Do convnets learn correspondence?', 2014)	J L Long and N Zhang and T Darrell	Do convnets learn correspondence?	2014	http://dx.doi.org/10.1037/e528942014-098	10.1037/e528942014-098
('Human Object Interaction Recognition Using Rate-Invariant Shape Analysis of Inter Joint Distances Trajectories', 2016)	A.B. Tanfous, H. Drira, B.B. Amor, Coding kendall’s shape trajectories for 3d action recognition, in: IEEE Computer Vision and Pattern Recognition, 2018.	1	1	('Coding kendalls shape trajectories for 3d action recognition', 2018)	A B Tanfous and H Drira and B B Amor	Coding kendalls shape trajectories for 3d action recognition	2016	http://dx.doi.org/10.1109/cvprw.2016.128	10.1109/cvprw.2016.128
('Hypergraph Colorings', 2013)	A. Bretto, Hypergraph Theory: An Introduction. Springer, 2013.	1	1	('Hypergraph Theory: An Introduction', 2013)	Alain Bretto	Hypergraph Theory: An Introduction	2013	http://dx.doi.org/10.1007/978-3-319-00080-0_3	10.1007/978-3-319-00080-0_3
('Image Retrieval Based on Multi-features', 2011)	O’Hara, S., Draper, B.: Introduction to the bag of features paradigm for image classification and retrieval. Computing Research Repository (CoRR) abs/1101.3354 (2011)	1	1	('Introduction to the bag of features paradigm for image classification and retrieval', 2011)	S OHara and B Draper	Introduction to the bag of features paradigm for image classification and retrieval	2011	http://dx.doi.org/10.1109/ncis.2011.87	10.1109/ncis.2011.87
('Interaction of radiation with matter', 1978)	M. Newman, Networks: An Introduction. New York, NY, USA: Oxford Univ. Press, 2010.	1	1	('Networks: An Introduction', 2010)	Mark Newman	Networks: An Introduction	2010	http://dx.doi.org/10.2172/6314334	10.2172/6314334
('LANL Safeguards and Security Assurance Program. Revision 6', 1995)	Hagberg, A., Swart, P., S Chult, D.: Exploring network structure, dynamics, and function using networkx. Tech. rep., Los Alamos National Lab.(LANL), Los Alamos, NM (United States) (2008)	1	1	('Exploring network structure, dynamics, and function using networkx', 2008)	Aric Hagberg and Daniel A. Schult and P J Swart	Exploring network structure, dynamics, and function using networkx	2008	http://dx.doi.org/10.2172/425288	10.2172/425288
('Learning large margin classifiers locally and globally', 2004)	Kong, D., Ding, C.H.Q., Huang, H., Nie, F.: An iterative locally linear embedding algorithm. In: 29th International Conference on Machine Learning (ICML), Edinburgh, Scotland, UK (2010)	1	1	('An iterative locally linear embedding algorithm', 2010)	D Kong and C H Q Ding and H Huang and F Nie	An iterative locally linear embedding algorithm	2010	http://dx.doi.org/10.1145/1015330.1015365	10.1145/1015330.1015365
('Learning structures of interval-based Bayesian networks in probabilistic generative model for human complex activity recognition', 2018)	Liu L, Cheng L, Liu Y, Jia Y, Rosenblum DS (2016) Recognizing complex activities by a probabilistic interval-based model. In: AAAI, vol 30, pp 1266–1272	1	1	('Recognizing complex activities by a probabilistic interval-based model', 2016)	L Liu and L Cheng and Y Liu and Y Jia and D S Rosenblum	Recognizing complex activities by a probabilistic interval-based model	2016	http://dx.doi.org/10.1016/j.patcog.2018.04.022	10.1016/j.patcog.2018.04.022
('LINEAR STATIONARY ITERATIVE METHODS', 1971)	D. M. Young, Iterative Solution Of Large Linear Systems. New York, Academic Press, 1971.	1	1	('Iterative Solution Of Large Linear Systems', 1971)	David M. Young	Iterative Solution Of Large Linear Systems	1971	http://dx.doi.org/10.1016/b978-0-12-773050-9.50011-5	10.1016/b978-0-12-773050-9.50011-5
('Fabian Pedregosa, Ga¨el Varoquaux, Alexandre Gramfort, Vincent Michel, Bertrand Thirion, Olivier Grisel, Mathieu Blondel, Peter Prettenhofer, Ron Weiss, Vincent Dubourg, et al. Scikit-learn: Machine Learning in Python. Journal of Machine Learning Research, 12(Oct):2825–2830, 2011.', 'CITATION ONLY')	Fabian Pedregosa, Ga¨el Varoquaux, Alexandre Gramfort, Vincent Michel, Bertrand Thirion, Olivier Grisel, Mathieu Blondel, Peter Prettenhofer, Ron Weiss, Vincent Dubourg, et al. Scikit-learn: Machine Learning in Python. Journal of Machine Learning Research, 12(Oct):2825–2830, 2011.	1	1	('Scikit-learn: Machine Learning in Python', 2011)	Fabian Pedregosa and Alexandre Gramfort and Bertrand Thirion and Gaël Varoquaux and V Michel and O Grisel and M Blondel and P Prettenhofer and R Weiss and V Dubourg and J Vangerplas and A Passos and D Cournapeau and M Brucher and M Perrot and E Duchesnay	Scikit-learn: Machine Learning in Python	2011	http://dx.doi.org/10.3389/fninf.2014.00014	10.3389/fninf.2014.00014
('Machine Learning with Brain Graphs: Predictive Modeling Approaches for Functional Imaging in Systems Neuroscience', 2013)	J. Richiardi, S. Achard, H. Bunke, and D. Van De Ville, “Machine learning with brain graphs,�\x9d IEEE Signal Process. Mag., vol. 30, pp. 58–70, May 2013.	1	1		Jonas Richiardi and Sophie Achard and Horst Bunke and Dimitri Van De Ville	Machine Learning with Brain Graphs: Predictive Modeling Approaches for Functional Imaging in Systems Neuroscience	2013	http://dx.doi.org/10.1109/msp.2012.2233865	10.1109/msp.2012.2233865
('Matrix Backpropagation for Deep Networks with Structured Layers', 2015)	C. Ionescu, O. Vantzos, and C. Sminchisescu. Training deep networks with structured layers by matrix backpropagation. arXiv preprint arXiv:1509.07838, 2015.	1	1	('Training deep networks with structured layers by matrix backpropagation', 2015)	Catalin Ionescu and Orestis Vantzos and Cristian Sminchisescu	Training deep networks with structured layers by matrix backpropagation	2015	http://dx.doi.org/10.1109/iccv.2015.339	10.1109/iccv.2015.339
('MOSAIK: A Hash-Based Algorithm for Accurate Next-Generation Sequencing Short-Read Mapping', 2014)	Garrison, E. & Marth, G. Haplotype-based variant detection from short-read sequencing. Preprint at https://arxiv.org/abs/1207.3907 (2012).	1	1	('Haplotype-based variant detection from short-read sequencing', 2012)	E Garrison and G Marth	Haplotype-based variant detection from short-read sequencing	2012	http://dx.doi.org/10.1371/journal.pone.0090581	10.1371/journal.pone.0090581
('Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133–144 https://doi.org/10.1007/s00500-014-1237-5', 'CITATION ONLY')	Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133–144 https://doi.org/10.1007/s00500-014-1237-5	1	1	('Motion retrieval using Soft Computing', 2014)	Qinkun Xiao and Yi Wang and Haiyun Wang	Motion retrieval using Soft Computing	2014	http://dx.doi.org/10.1007/s00500-014-1237-5	10.1007/s00500-014-1237-5
('Nguyen Quang Huy', 2011)	Khanh Do Ba, Huy L. Nguyen, Huy N. Nguyen, and Ronitt Rubinfeld. 2011.	1	1	('Sublinear time algorithms for earth mover's distance', 2011)	Khanh Do Ba and Huy L. Nguyen and Huy N. Nguyen and Ronitt Rubinfeld	Sublinear time algorithms for earth mover's distance	2011	http://dx.doi.org/10.1093/benz/9780199773787.article.b00130051	10.1093/benz/9780199773787.article.b00130051
(None, 2006)	Schlicker A, Domingues FS, Rahnenführer J, Lengauer T. A new measure for functional similarity of gene products based on gene ontology. BMC Bioinformatics. 2006;7:302.	1	1	('A new measure for functional similarity of gene products based on Gene Ontology', 2006)	A Schlicker	A new measure for functional similarity of gene products based on Gene Ontology	2006	http://dx.doi.org/10.1186/1471-2105-7-302	10.1186/1471-2105-7-302
('On the Degree Sequences of Random Outerplanar and Series-Parallel Graphs', None)	Jasine Babu, Areej Khoury, and Ilan Newman. 2016. Every Property of Outerplanar Graphs is Testable. In Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques, APPROX/RANDOM 2016, September 7-9, 2016, Paris, France. 21:1–21:19. 2016.21  [doi>10.4230/LIPIcs.APPROXRANDOM.2016.21]	1	1	('Every Property of Outerplanar Graphs is Testable', 2016)	Jasine Babu and Areej Khoury and Ilan Newman	Every Property of Outerplanar Graphs is Testable	2016	http://dx.doi.org/10.1007/978-3-540-85363-3_25	10.1007/978-3-540-85363-3_25
('OUP accepted manuscript', 2017)	Krzysztof Onak and Xiaorui Sun. 2017. Probability-Revealing Samples. Manuscript (2017).	1	1	('Probability-Revealing Samples', 2017)	Krzysztof Onak and Xiaorui Sun	Probability-Revealing Samples	2017	http://dx.doi.org/10.1093/lpr/mgx007	10.1093/lpr/mgx007
('Performance evaluation of the VF graph matching algorithm', None)	Cordella, L.P., Foggia, P., Sansone, C., Vento, M.: An improved algorithm for matching large graphs. In: 3rd International Workshop on Graph-based Representations, Italy (2001)	1	1	('An improved algorithm for matching large graphs', 2001)	L. P. Cordella and P. Foggia and C. Sansone and M. Vento	An improved algorithm for matching large graphs	2001	http://dx.doi.org/10.1109/iciap.1999.797762	10.1109/iciap.1999.797762
('Cordella, L.P., Foggia, P., Sansone, C., Vento, M.: Evaluating performance of the VF graph matching algorithm. In: Proceedings of the 10th International Conference on Image Analysis and Processing, pp. 1172–1177. IEEE Computer Society Press (1999)', 'CITATION ONLY')	Cordella, L.P., Foggia, P., Sansone, C., Vento, M.: Evaluating performance of the VF graph matching algorithm. In: Proceedings of the 10th International Conference on Image Analysis and Processing, pp. 1172–1177. IEEE Computer Society Press (1999)	1	1		L.P. Cordella and P. Foggia and C. Sansone and M. Vento	Performance evaluation of the VF graph matching algorithm	1999	http://dx.doi.org/10.1109/iciap.1999.797762	10.1109/iciap.1999.797762
('Persistent Data-only Malware: Function Hooks without Code', 2014)	Sharif, M., et al.: Impeding malware analysis using conditional code obfuscation. In: Network and Distributed System Security Symposium (2008)	1	1	('Impeding malware analysis using conditional code obfuscation.', 2008)	M Sharif	Impeding malware analysis using conditional code obfuscation.	2008	http://dx.doi.org/10.14722/ndss.2014.23019	10.14722/ndss.2014.23019
('W. Huang, R. Ghrist, and A. Ribeiro, “Frequency representation of networks using persistent homology,�\\x9d IEEE Trans. Signal Process., p. (submitted), Apr. 2018.', 'CITATION ONLY')	W. Huang, R. Ghrist, and A. Ribeiro, “Frequency representation of networks using persistent homology,�\x9d IEEE Trans. Signal Process., p. (submitted), Apr. 2018.	1	1	('Frequency representation of networks using persistent homology', 2018)	Weiyu Huang and Alejandro Ribeiro and R Ghrist	Frequency representation of networks using persistent homology	2018	http://dx.doi.org/10.1109/tsp.2016.2620963	10.1109/tsp.2016.2620963
('Preface to the second edition', None)	J. H. van Lint and R. M. Wilson. A course in combinatorics. Cambridge University Press, Cambridge, second edition, 2001.	1	1	('A course in combinatorics', 2001)	J. H. van Lint and R. M. Wilson	A course in combinatorics	2001	http://dx.doi.org/10.1017/cbo9780511987045.002	10.1017/cbo9780511987045.002
('K. Simonyan and A. Zisserman. Very deep convolutional networks for large-scale image recognition. arXiv preprint arXiv:1409.1556, 2014.', 'CITATION ONLY')	K. Simonyan and A. Zisserman. Very deep convolutional networks for large-scale image recognition. arXiv preprint arXiv:1409.1556, 2014.	1	1	('Very deep convolutional networks for large-scale image recognition', 2014)	K Simonyan and A Zisserman	Very deep convolutional networks for large-scale image recognition	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Sirén, J. Indexing variation graphs. Preprint at https://arxiv.org/abs/1604.06605 (2016).', 'CITATION ONLY')	Sirén, J. Indexing variation graphs. Preprint at https://arxiv.org/abs/1604.06605 (2016).	1	1	('Indexing variation graphs', 2016)	J Siren	Indexing variation graphs	2016	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('S. Chen, Y. Yang, J. Moura, J. Kovacevi ˇ c,´ et al., “Signal localization, decomposition and dictionary learning on graphs,�\\x9d arXiv preprint arXiv:1607.01100, 2016.', 'CITATION ONLY')	S. Chen, Y. Yang, J. Moura, J. Kovacevi ˇ c,´ et al., “Signal localization, decomposition and dictionary learning on graphs,�\x9d arXiv preprint arXiv:1607.01100, 2016.	1	1	('Signal localization, decomposition and dictionary learning on graphs', 2016)	S Chen and Y Yang and J Moura and J Kovacevic	Signal localization, decomposition and dictionary learning on graphs	2016	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('J. Pang and G. Cheung, “Graph laplacian regularization for inverse imaging: Analysis in the continuous domain,�\\x9d arXiv preprint arXiv:1604.07948, Apr. 2016.', 'CITATION ONLY')	J. Pang and G. Cheung, “Graph laplacian regularization for inverse imaging: Analysis in the continuous domain,�\x9d arXiv preprint arXiv:1604.07948, Apr. 2016.	1	1	('Graph laplacian regularization for inverse imaging', 2016)	J Pang and G Cheung	Graph laplacian regularization for inverse imaging	2016	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.', 'CITATION ONLY')	J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.	1	1	('Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition', 2016)	J Duan and S Zhou and J Wan and X Guo and S Z Li	Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition	2016	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.', 'CITATION ONLY')	C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.	1	1	('Memory attention networks for skeleton-based action recognition', 2018)	C Xie and C Li and B Zhang and C Chen and J Han and C Zou and J Liu	Memory attention networks for skeleton-based action recognition	2018	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Quantum Information Processing Using EIT', 2006)	John Langford, Alexander J Smola, and Martin Zinkevich. Slow learners are fast. Advances in Neural Information Processing Systems, 22:2331–2339, 2009.	1	1	('Slow learners are fast', 2009)	John Langford and Alexander J Smola and Martin Zinkevich	Slow learners are fast	2009	http://dx.doi.org/10.1364/sl.2006.tua4	10.1364/sl.2006.tua4
('S. Fortin. The graph isomorphism problem. Technical Report 96-20, 1996.', 'CITATION ONLY')	S. Fortin. The graph isomorphism problem. Technical Report 96-20, 1996.	1	1	('The graph isomorphism problem', 1996)	S Fortin	The graph isomorphism problem	1996	http://dx.doi.org/10.1117/12.801901	10.1117/12.801901
('Questions and Answers Regarding Actions to Take When Ending Shelter-in-Place', 2003)	“Engineering Village: the place to find answers to engineering questions.�\x9d	0	2		B. Shumpert	Questions and Answers Regarding Actions to Take When Ending Shelter-in-Place	2003	http://dx.doi.org/10.2172/885892	10.2172/885892
('Real-Time Multi-scale Action Detection from 3D Skeleton Data', 2015)	M.E. Hussein, M. Torki, M.A. Gowayyed, M. El-Saban, Human action recognition using a temporal hierarchy of covariance descriptors on 3d joint locations., in: IJCAI, Vol. 13, 2013, pp. 2466–2472.	1	1	('Human action recognition using a temporal hierarchy of covariance descriptors on 3d joint locations', 2013)	M A Gowayyed and Marwan Torki and Mohamed E. Hussein and Motaz El-Saban	Human action recognition using a temporal hierarchy of covariance descriptors on 3d joint locations	2013	http://dx.doi.org/10.1109/wacv.2015.138	10.1109/wacv.2015.138
('Robust feature description and matching using local graph', 2013)	T. Cour, P. Srinivasan, and J. Shi, “Balanced graph matching,�\x9d in Proc. of Annual Conference on Neural Information Processing Systems, pp. 313-320, 2006.	1	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	2006	http://dx.doi.org/10.1109/apsipa.2013.6694289	10.1109/apsipa.2013.6694289
('Robust Principal Component Analysis on Graphs', 2015)	V. Kalofolias, X. Bresson, M. Bronstein, and P. Vandergheynst, “Matrix completion on graphs,�\x9d NIPS Workshop, Dec. 2014.	1	1	('Matrix completion on graphs', 2014)	Vassilis Kalofolias and Xavier Bresson and Michael Bronstein and Pierre Vandergheynst	Matrix completion on graphs	2014	http://dx.doi.org/10.1109/iccv.2015.322	10.1109/iccv.2015.322
('Skeleton-based dynamic hand gesture recognition using 3D depth data', 2018)	Z. Zhang, A.V. Kurakin, Dynamic hand gesture recognition using depth data, uS Patent 9,536,135 (Jan. 3 2017).	1	1	('Dynamic hand gesture recognition using depth data', 2017)	Z Zhang and A V Kurakin	Dynamic hand gesture recognition using depth data	2017	http://dx.doi.org/10.2352/issn.2470-1173.2018.18.3dipm-461	10.2352/issn.2470-1173.2018.18.3dipm-461
('Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135', 'CITATION ONLY')	Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135	1	1	('Dynamic hand gesture recognition using depth data', 2017)	Z Zhang and A V Kurakin	Dynamic hand gesture recognition using depth data	2017	http://dx.doi.org/10.2352/issn.2470-1173.2018.18.3dipm-461	10.2352/issn.2470-1173.2018.18.3dipm-461
('Spectral Segmentation with Multiscale Graph Decomposition', None)	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In NIPS, volume 2, page 6, 2006.	1	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	2006	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332
('Students Union Housing, University of Alberta, Edmonton, Alberta, Canada', 1974)	S. Fortin, The Graph Isomorphism Problem. PhD thesis, The University of Alberta, Edmonton, Alberta, Canada, 1996.	1	1	('The graph isomorphism problem', 1996)	S Fortin	The graph isomorphism problem	1996	http://dx.doi.org/10.2307/4090852	10.2307/4090852
('Takahashi, Yuichi', 2011)	Mitsuru Kusumoto and Yuichi Yoshida. 2014.	1	1	('Testing forest-isomorphism in the adjacency list model', 2014)	Mitsuru Kusumoto and Yuichi Yoshida	Testing forest-isomorphism in the adjacency list model	2014	http://dx.doi.org/10.1093/benz/9780199773787.article.b00179185	10.1093/benz/9780199773787.article.b00179185
