citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
M. Mina and P. H. Guzzi, â€œImproving the robustness of local network alignment: design and extensive assessmentof a markov clustering-based approach,â€\x9d Computational Biology and Bioinformatics, IEEE/ACM Transactions on, vol. 11, no. 3, pp. 561â€“572, 2014	('Improving the Robustness of Local Network Alignment: Design and Extensive Assessmentof a Markov Clustering-Based Approach', 2014.0)	False	1.0	1.0	2014.0	Improving the Robustness of Local Network Alignment: Design and Extensive Assessmentof a Markov Clustering-Based Approach	Marco Mina and Pietro Hiram Guzzi	http://dx.doi.org/10.1109/tcbb.2014.2318707	./bibliographies\database192.txt	53.0	12.0
J. Crawford, T. Milenkovic, and Y. Sun, â€œFair evaluation of global Â´ network aligners,â€\x9d Algorithms for Molecular Biology, vol. 10, no. 1, p. 19, 2015.	('Fair evaluation of global network aligners', 2015.0)	False	0.0	1.0	2015.0	Fair evaluation of global network aligners	Joseph Crawford and Yihan Sun and Tijana Milenkovi\u0107	http://dx.doi.org/10.1186/s13015-015-0050-8	./bibliographies\database192.txt	49.0	6.0
M. H. Schaefer, J.-F. Fontaine, A. Vinayagam, P. Porras, E. E. Wanker, and M. A. Andrade-Navarro, â€œHippie: Integrating protein interaction networks with experiment based quality scores,â€\x9d PloS one, vol. 7, no. 2, p. e31826, 2012.	('HIPPIE: Integrating Protein Interaction Networks with Experiment Based Quality Scores', 2012.0)	False	1.0	1.0	2012.0	HIPPIE: Integrating Protein Interaction Networks with Experiment Based Quality Scores	Martin H. Schaefer and Jean-Fred Fontaine and Arunachalam Vinayagam and Pablo Porras and Erich E. Wanker and Miguel A. Andrade-Navarro	http://dx.doi.org/10.1371/journal.pone.0031826	./bibliographies\database192.txt	36.0	147.0
A. Patil and H. Nakamura, â€œHint: a database of annotated proteinprotein interactions and their homologs,â€\x9d Biophysics, vol. 1, pp. 21â€“24, 2005.	('HINT: a database of annotated protein-protein interactions and their homologs', 2005.0)	False	1.0	1.0	2005.0	HINT: a database of annotated protein-protein interactions and their homologs	Ashwini Patil and Haruki Nakamura	http://dx.doi.org/10.2142/biophysics.1.21	./bibliographies\database192.txt	10.0	9.0
S. Harispe, S. Ranwez, S. Janaqi, and J. Montmain, â€œThe semantic measures library and toolkit: fast computation of semantic similarity and relatedness using biomedical ontologies,â€\x9d Bioinformatics, vol. 30, no. 5, pp. 740â€“742, 2014.	('The semantic measures library and toolkit: fast computation of semantic similarity and relatedness using biomedical ontologies', 2013.0)	False	1.0	1.0	2013.0	The semantic measures library and toolkit: fast computation of semantic similarity and relatedness using biomedical ontologies	S. Harispe and S. Ranwez and S. Janaqi and J. Montmain	http://dx.doi.org/10.1093/bioinformatics/btt581	./bibliographies\database192.txt	12.0	35.0
M. Milano, P. H. Guzzi, O. Tymofieva, D. Xu, C. Hess, P. Veltri, and M. Cannataro, â€œAn extensive assessment of network alignment algorithms for comparison of brain connectomes,â€\x9d BMC bioinformatics, vol. 18, no. 6, p. 235, 2017.	('An extensive assessment of network alignment algorithms for comparison of brain connectomes', 2017.0)	False	1.0	1.0	2017.0	An extensive assessment of network alignment algorithms for comparison of brain connectomes	Marianna Milano and Pietro Hiram Guzzi and Olga Tymofieva and Duan Xu and Christofer Hess and Pierangelo Veltri and Mario Cannataro	http://dx.doi.org/10.1186/s12859-017-1635-7	./bibliographies\database192.txt	30.0	1.0
M. Cannataro, P. H. Guzzi, and P. Veltri, â€œProtein-to-protein interactions,â€\x9d ACM Computing Surveys, vol. 43, no. 1, pp. 1â€“36, Nov. 2010. [Online]. Available: http://portal.acm.org/citation. cfm?doid=1824795.1824796	('Protein-to-protein interactions', 2010.0)	False	1.0	1.0	2010.0	Protein-to-protein interactions	Mario Cannataro and Pietro H. Guzzi and Pierangelo Veltri	http://dx.doi.org/10.1145/1824795.1824796	./bibliographies\database192.txt	0.0	36.0
M. Mina and P. H. Guzzi, â€œAlignmcl: Comparative analysis of protein interaction networks through markov clustering,â€\x9d in Bioinformatics and Biomedicine Workshops (BIBMW), 2012 IEEE International Conference on. IEEE, 2012, pp. 174â€“181.	('AlignMCL: Comparative analysis of protein interaction networks through Markov clustering', 2012.0)	False	1.0	1.0	2012.0	AlignMCL: Comparative analysis of protein interaction networks through Markov clustering	Marco Mina and Pietro Hiram Guzzi	http://dx.doi.org/10.1109/bibmw.2012.6470300	./bibliographies\database192.txt	40.0	12.0
Y.-R. Cho, M. Mina, Y. Lu, N. Kwon, and P. H. Guzzi, â€œM-finder: Uncovering functionally associated proteins from interactome data integrated with go annotations,â€\x9d Proteome Science, vol. 11, no. 1, pp. 1â€“12, 2013. [Online]. Available: http://dx.doi.org/10.1186/1477-5956-11-S1-S3	('M-Finder: Uncovering functionally associated proteins from interactome data integrated with GO annotations', 2013.0)	False	1.0	1.0	2013.0	M-Finder: Uncovering functionally associated proteins from interactome data integrated with GO annotations	Young-Rae Cho and Marco Mina and Yanxin Lu and Nayoung Kwon and Pietro H Guzzi	http://dx.doi.org/10.1186/1477-5956-11-s1-s3	./bibliographies\database192.txt	38.0	14.0
J. Yu, S. Pacifico, G. Liu, and R. L. Finley, â€œDroid: the drosophila interactions database, a comprehensive resource for annotated gene and protein interactions,â€\x9d BMC genomics, vol. 9, no. 1, p. 1, 2008.	('DroID: the Drosophila Interactions Database, a comprehensive resource for annotated gene and protein interactions', 2008.0)	False	1.0	1.0	2008.0	DroID: the Drosophila Interactions Database, a comprehensive resource for annotated gene and protein interactions	Jingkai Yu and Svetlana Pacifico and Guozhen Liu and Russell L. Finley Jr.	http://dx.doi.org/10.1186/1471-2164-9-461	./bibliographies\database192.txt	0.0	63.0
A. Fornito, A. Zalesky, and M. Breakspear, â€œGraph analysis of the human connectome: promise, progress, and pitfalls,â€\x9d Neuroimage, vol. 80, pp. 426â€“444, 2013.	('Graph analysis of the human connectome: Promise, progress, and pitfalls', 2013.0)	False	1.0	1.0	2013.0	Graph analysis of the human connectome: Promise, progress, and pitfalls	Alex Fornito and Andrew Zalesky and Michael Breakspear	http://dx.doi.org/10.1016/j.neuroimage.2013.04.087	./bibliographies\database192.txt	252.0	235.0
R. Ihaka and R. Gentleman, â€œR: a language for data analysis and graphics,â€\x9d Journal of computational and graphical statistics, vol. 5, no. 3, pp. 299â€“314, 1996.	('R: A Language for Data Analysis and Graphics', 1996.0)	False	1.0	1.0	1996.0	R: A Language for Data Analysis and Graphics	Ross Ihaka and Robert Gentleman	http://dx.doi.org/10.1080/10618600.1996.10474713	./bibliographies\database192.txt	10.0	183.0
Michael R Fellows, Guillaume Fertin, Danny Hermelin, and StÃ©phane Vialette.2011. Upper and Lower Bounds for Finding Connected Motifs in Vertex-colored Graphs. J. Comput. System Sci. 77, 4 (2011), 799â€“811. https://doi.org/10.1016/j. jcss.2010.07.003	('Upper and lower bounds for finding connected motifs in vertex-colored graphs', 2011.0)	False	1.0	1.0	2011.0	Upper and lower bounds for finding connected motifs in vertex-colored graphs	Michael R. Fellows and Guillaume Fertin and Danny Hermelin and Stéphane Vialette	http://dx.doi.org/10.1016/j.jcss.2010.07.003	./bibliographies\database193.txt	35.0	23.0
Ming-Han Feng, Kuan-Hou Chan, Huan-Yuan Chen, Ming-Feng Tsai, Mi-Yen Yeh, and Shou-De Lin. 2016. An Efficient Solution to Reinforce Paper Ranking using Author / Venue / Citation Information. In WSDM Cup.	('A 25-nm gate-length FinFET transistor module for 32nm node', 2009.0)	False	0.0	1.0	2009.0	A 25-nm gate-length FinFET transistor module for 32nm node	None	http://dx.doi.org/10.1109/iedm.2009.5424367	./bibliographies\database193.txt	5.0	19.0
Brendan D McKay and Nicholas C Wormald. 1991. Asymptotic Enumeration by Degree Sequence of Graphs with Degrees o(n1/2). Combinatorica 11, 4 (1991),369â€“382. https://doi.org/10.1007/BF01275671	('Asymptotic enumeration by degree sequence of graphs with degreeso(n 1/2)', 1991.0)	False	1.0	1.0	1991.0	Asymptotic enumeration by degree sequence of graphs with degreeso(n 1/2)	Brendan D. McKay and Nicholas C. Wormald	http://dx.doi.org/10.1007/bf01275671	./bibliographies\database193.txt	4.0	67.0
Xiang Ren, Yujing Wang, Xiao Yu, Jun Yan, Zheng Chen, and Jiawei Han. 2014. Heterogeneous Graph-based Intent Learning with Queries, Web Pages and Wikipedia Concepts. In WSDM. https://doi.org/10.1145/2556195.2556222	('Heterogeneous graph-based intent learning with queries, web pages and Wikipedia concepts', 2014.0)	False	1.0	1.0	2014.0	Heterogeneous graph-based intent learning with queries, web pages and Wikipedia concepts	Xiang Ren and Yujing Wang and Xiao Yu and Jun Yan and Zheng Chen and Jiawei Han	http://dx.doi.org/10.1145/2556195.2556222	./bibliographies\database193.txt	0.0	10.0
Sebastian Wernicke. 2006. Efficient Detection of Network Motifs. IEEE/ACM Trans. Comput. Biology Bioinform. 3, 4 (2006), 347â€“359. https://doi.org/10.1109/ TCBB.2006.51	('Efficient Detection of Network Motifs', 2006.0)	False	1.0	1.0	2006.0	Efficient Detection of Network Motifs	Sebastian Wernicke	http://dx.doi.org/10.1109/tcbb.2006.51	./bibliographies\database193.txt	36.0	137.0
Wook-Shin Han, Jinsoo Lee, and Jeong-Hoon Lee. 2013. TurboI SO : Towards Ultrafast and Robust Subgraph Isomorphism Search in Large Graph Databases. In SIGMOD. https://doi.org/10.1145/2463676.2465300	('Turboiso', 2013.0)	False	1.0	1.0	2013.0	Turboiso	Wook-Shin Han and Jinsoo Lee and Jeong-Hoon Lee	http://dx.doi.org/10.1145/2463676.2465300	./bibliographies\database193.txt	0.0	33.0
Yael Artzy-Randrup, Sarel J Fleishman, Nir Ben-Tal, and Lewi Stone. 2004. Comment on â€œNetwork Motifs: Simple Building Blocks of Complex Networksâ€\x9d and â€œSuperfamilies of Evolved and Designed Networksâ€\x9d. Science 305 (2004), 1107. https://doi.org/10.1126/science.1099334	('Comment on "Network Motifs: Simple Building Blocks of Complex Networks" and "Superfamilies of Evolved and Designed Networks"', 2004.0)	False	0.0	1.0	2004.0	Comment on "Network Motifs: Simple Building Blocks of Complex Networks" and "Superfamilies of Evolved and Designed Networks"	Y. Artzy-Randrup	http://dx.doi.org/10.1126/science.1099334	./bibliographies\database193.txt	0.0	91.0
Yuxiao Dong, Reid A Johnson, and Nitesh V Chawla. 2015. Will This Paper Increase Your h-Index?: Scientific Impact Prediction. In KDD. https://doi.org/10.1145/2684822.2685314	('Will This Paper Increase Yourh-index?', 2015.0)	False	1.0	1.0	2015.0	Will This Paper Increase Yourh-index?	Yuxiao Dong and Reid A. Johnson and Nitesh V. Chawla	http://dx.doi.org/10.1145/2684822.2685314	./bibliographies\database193.txt	31.0	0.0
Yann Jacob, Ludovic Denoyer, and Patrick Gallinari. 2014. Learning Latent Representations of Nodes for Classifying in Heterogeneous Social Networks. In WSDM. https://doi.org/10.1145/2556195.2556225	('Learning latent representations of nodes for classifying in heterogeneous social networks', 2014.0)	False	1.0	1.0	2014.0	Learning latent representations of nodes for classifying in heterogeneous social networks	Yann Jacob and Ludovic Denoyer and Patrick Gallinari	http://dx.doi.org/10.1145/2556195.2556225	./bibliographies\database193.txt	0.0	16.0
Richard M Karp and Michael O Rabin. 1987. Efficient Randomized Patternmatching Algorithms. IBM Journal of Research and Development 31, 2 (1987),249â€“260. https://doi.org/10.1147/rd.312.0249	('Efficient randomized pattern-matching algorithms', 1987.0)	False	1.0	1.0	1987.0	Efficient randomized pattern-matching algorithms	Richard M. Karp and Michael O. Rabin	http://dx.doi.org/10.1147/rd.312.0249	./bibliographies\database193.txt	0.0	359.0
Akhil Arora, Mayank Sachan, and Arnab Bhattacharya. 2014. Mining Statistically Significant Connected Subgraphs in Vertex Labeled Graphs. In SIGMOD. https://doi.org/10.1145/2588555.2588574	('Mining statistically significant connected subgraphs in vertex labeled graphs', 2014.0)	False	1.0	1.0	2014.0	Mining statistically significant connected subgraphs in vertex labeled graphs	Akhil Arora and Mayank Sachan and Arnab Bhattacharya	http://dx.doi.org/10.1145/2588555.2588574	./bibliographies\database193.txt	0.0	4.0
Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean. 2013. Efficient Estimation of Word Representations in Vector Space. In ICLR. http://arxiv.org/ abs/1301.3781	('Correlation-based Intrinsic Evaluation of Word Vector Representations', 2016.0)	False	0.0	1.0	2016.0	Correlation-based Intrinsic Evaluation of Word Vector Representations	Yulia Tsvetkov and Manaal Faruqui and Chris Dyer	http://dx.doi.org/10.18653/v1/w16-2520	./bibliographies\database193.txt	0.0	1.0
Andreas Spitz and Michael Gertz. 2016. Terms over LOAD: Leveraging Named Entities for Cross-Document Extraction and Summarization of Events. In SIGIR. https://doi.org/10.1145/2911451.2911529	('Terms over LOAD', 2016.0)	False	1.0	1.0	2016.0	Terms over LOAD	Andreas Spitz and Michael Gertz	http://dx.doi.org/10.1145/2911451.2911529	./bibliographies\database193.txt	42.0	7.0
Jeremy K Mason, Emanuel A Lazar, Robert D MacPherson, and David J Srolovitz.2012. Statistical Topology of Cellular Networks in Two and Three Dimensions. Physical Review E 86, 5 (2012), 051128. https://doi.org/10.1103/PhysRevE.86.051128	('Statistical topology of cellular networks in two and three dimensions', 2012.0)	False	1.0	1.0	2012.0	Statistical topology of cellular networks in two and three dimensions	J. K. Mason and E. A. Lazar and R. D. MacPherson and D. J. Srolovitz	http://dx.doi.org/10.1103/physreve.86.051128	./bibliographies\database193.txt	42.0	12.0
Hyeonji Kim, Juneyoung Lee, Sourav S Bhowmick, Wook-Shin Han, JeongHoon Lee, Seongyun Ko, and Moath HA Jarrah. 2016. DUALSIM: Parallel Subgraph Enumeration in a Massive Graph on a Single Machine. In SIGMOD. https://doi.org/10.1145/2882903.2915209	('DUALSIM', 2016.0)	False	1.0	1.0	2016.0	DUALSIM	Hyeonji Kim and Juneyoung Lee and Sourav S. Bhowmick and Wook-Shin Han and JeongHoon Lee and Seongyun Ko and Moath H.A. Jarrah	http://dx.doi.org/10.1145/2882903.2915209	./bibliographies\database193.txt	37.0	3.0
Xiang Ren, Jialu Liu, Xiao Yu, Urvashi Khandelwal, Quanquan Gu, Lidan Wang, and Jiawei Han. 2014. ClusCite: Effective Citation Recommendation by Information Network-based Clustering. In KDD. https://doi.org/10.1145/2623330.2623630	('ClusCite', 2014.0)	False	1.0	1.0	2014.0	ClusCite	Xiang Ren and Jialu Liu and Xiao Yu and Urvashi Khandelwal and Quanquan Gu and Lidan Wang and Jiawei Han	http://dx.doi.org/10.1145/2623330.2623630	./bibliographies\database193.txt	0.0	18.0
Chun Guo and Xiaozhong Liu. 2015. Automatic Feature Generation on Heterogeneous Graph for Music Recommendation. In SIGIR. https://doi.org/10.1145/2766462.2767808	('Automatic Feature Generation on Heterogeneous Graph for Music Recommendation', 2015.0)	False	1.0	1.0	2015.0	Automatic Feature Generation on Heterogeneous Graph for Music Recommendation	Chun Guo and Xiaozhong Liu	http://dx.doi.org/10.1145/2766462.2767808	./bibliographies\database193.txt	10.0	6.0
Keith Henderson, Brian Gallagher, Tina Eliassi-Rad, Hanghang Tong, Sugato Basu, Leman Akoglu, Danai Koutra, Christos Faloutsos, and Lei Li. 2012. RolX: Structural Role Extraction & Mining in Large Graphs. In KDD. https://doi.org/10.1145/2339530.2339723	('RolX: Role Extraction and Mining in Large Networks', 2011.0)	False	0.0	1.0	2011.0	RolX: Role Extraction and Mining in Large Networks	K Henderson and B Gallagher and T Eliassi-Rad and H Tong and L Akoglu and D Koutra and L Li and S Basu and C Faloutsos	http://dx.doi.org/10.2172/1111134	./bibliographies\database193.txt	0.0	0.0
Pedro Ribeiro and Fernando Silva. 2014. Discovering Colored Network Motifs. In Complex Networks V. Springer, 107â€“118. https://doi.org/10.1007/978-3-319-05401-8_11	('Discovering Colored Network Motifs', 2014.0)	False	1.0	1.0	2014.0	Discovering Colored Network Motifs	Pedro Ribeiro and Fernando Silva	http://dx.doi.org/10.1007/978-3-319-05401-8_11	./bibliographies\database193.txt	0.0	5.0
Kalervo JÃ¤rvelin and Jaana KekÃ¤lÃ¤inen. 2000. IR Evaluation Methods for Retrieving Highly Relevant Documents. In SIGIR. https://doi.org/10.1145/345508.345545	('IR evaluation methods for retrieving highly relevant documents', 2000.0)	False	1.0	1.0	2000.0	IR evaluation methods for retrieving highly relevant documents	Kalervo J?rvelin and Jaana Kekäläinen	http://dx.doi.org/10.1145/345508.345545	./bibliographies\database193.txt	0.0	134.0
Wenfei Fan, Yinghui Wu, and Jingbo Xu. 2016. Adding Counting Quantifiers to Graph Patterns. In SIGMOD. https://doi.org/10.1145/2882903.2882937	('Adding Counting Quantifiers to Graph Patterns', 2016.0)	False	1.0	1.0	2016.0	Adding Counting Quantifiers to Graph Patterns	Wenfei Fan and Yinghui Wu and Jingbo Xu	http://dx.doi.org/10.1145/2882903.2882937	./bibliographies\database193.txt	40.0	2.0
Sebastian Wernicke and Florian Rasche. 2006. FANMOD: A Tool for Fast Network Motif Detection. Bioinformatics 22, 9 (2006), 1152â€“1153. https://doi.org/10.1093/ bioinformatics/btl038	('FANMOD: a tool for fast network motif detection', 2006.0)	False	1.0	1.0	2006.0	FANMOD: a tool for fast network motif detection	S. Wernicke and F. Rasche	http://dx.doi.org/10.1093/bioinformatics/btl038	./bibliographies\database193.txt	9.0	257.0
Walaa Eldin Moustafa, Hui Miao, Amol Deshpande, and Lise Getoor. 2013. GRDB: A System for Declarative and Interactive Analysis of Noisy Information Networks. In SIGMOD. https://doi.org/10.1145/2463676.2465257	('GRDB', 2013.0)	False	1.0	1.0	2013.0	GRDB	Walaa Eldin Moustafa and Hui Miao and Amol Deshpande and Lise Getoor	http://dx.doi.org/10.1145/2463676.2465257	./bibliographies\database193.txt	0.0	1.0
F. Pedregosa, G. Varoquaux, A. Gramfort, V. Michel, B. Thirion, O. Grisel, M. Blondel, P. Prettenhofer, R. Weiss, V. Dubourg, J. Vanderplas, A. Passos, D. Cournapeau, M. Brucher, M. Perrot, and E. Duchesnay. 2011. Scikit-learn: Machine Learning in Python. Journal of Machine Learning Research 12 (2011), 2825â€“2830. http://dl.acm.org/citation.cfm?id=2078195	('Machine learning for neuroimaging with scikit-learn', 2014.0)	False	0.0	1.0	2014.0	Machine learning for neuroimaging with scikit-learn	Alexandre Abraham and Fabian Pedregosa and Michael Eickenberg and Philippe Gervais and Andreas Mueller and Jean Kossaifi and Alexandre Gramfort and Bertrand Thirion and Gaël Varoquaux	http://dx.doi.org/10.3389/fninf.2014.00014	./bibliographies\database193.txt	0.0	73.0
Yizhou Sun, Jiawei Han, Charu C. Aggarwal, and Nitesh V. Chawla. 2012. When Will It Happen?: Relationship Prediction in Heterogeneous Information Networks. In WSDM. https://doi.org/10.1145/2124295.2124373	('When will it happen?', 2012.0)	False	1.0	1.0	2012.0	When will it happen?	Yizhou Sun and Jiawei Han and Charu C. Aggarwal and Nitesh V. Chawla	http://dx.doi.org/10.1145/2124295.2124373	./bibliographies\database193.txt	0.0	71.0
Chuntao Jiang, Frans Coenen, and Michele Zito. 2013. A Survey of Frequent Subgraph Mining Algorithms. The Knowledge Engineering Review 28, 01 (2013),75â€“105. https://doi.org/10.1017/S0269888912000331	('A survey of frequent subgraph mining algorithms', 2012.0)	False	1.0	1.0	2012.0	A survey of frequent subgraph mining algorithms	Chuntao Jiang and Frans Coenen and Michele Zito	http://dx.doi.org/10.1017/s0269888912000331	./bibliographies\database193.txt	56.0	62.0
Yingxia Shao, Lei Chen, and Bin Cui. 2014. Efficient Cohesive Subgraphs Detection in Parallel. In SIGMOD. https://doi.org/10.1145/2588555.2593665	('Efficient cohesive subgraphs detection in parallel', 2014.0)	False	1.0	1.0	2014.0	Efficient cohesive subgraphs detection in parallel	Yingxia Shao and Lei Chen and Bin Cui	http://dx.doi.org/10.1145/2588555.2593665	./bibliographies\database193.txt	0.0	6.0
Alex D. Wade, Kuansan Wang, Yizhou Sun, and Antonio Gulli. 2016. WSDM Cup 2016: Entity Ranking Challenge. In WSDM. https://doi.org/10.1145/2835776.2855119	('WSDM Cup 2016', 2016.0)	False	1.0	1.0	2016.0	WSDM Cup 2016	Alex D. Wade and Kuansan Wang and Yizhou Sun and Antonio Gulli	http://dx.doi.org/10.1145/2835776.2855119	./bibliographies\database193.txt	10.0	7.0
Zhipeng Huang, Yudian Zheng, Reynold Cheng, Yizhou Sun, Nikos Mamoulis, and Xiang Li. 2016. Meta Structure: Computing Relevance in Large Heterogeneous Information Networks. In KDD. https://doi.org/10.1145/2939672.2939815	('Meta Structure', 2016.0)	False	1.0	1.0	2016.0	Meta Structure	Zhipeng Huang and Yudian Zheng and Reynold Cheng and Yizhou Sun and Nikos Mamoulis and Xiang Li	http://dx.doi.org/10.1145/2939672.2939815	./bibliographies\database193.txt	22.0	6.0
Yuan Fang, Wenqing Lin, Vincent Wenchen Zheng, Min Wu, Kevin ChenChuan Chang, and Xiaoli Li. 2016. Semantic Proximity Search on Graphs With Metagraph-based Learning. In ICDE. https://doi.org/10.1109/ICDE.2016.7498247	('Semantic proximity search on graphs with metagraph-based learning', 2016.0)	False	1.0	1.0	2016.0	Semantic proximity search on graphs with metagraph-based learning	Yuan Fang and Wenqing Lin and Vincent W. Zheng and Min Wu and Kevin Chen-Chuan Chang and Xiao-Li Li	http://dx.doi.org/10.1109/icde.2016.7498247	./bibliographies\database193.txt	33.0	6.0
Phiradet Bangcharoensap, Tsuyoshi Murata, Hayato Kobayashi, and Nobuyuki Shimizu. 2016. Transductive Classification on Heterogeneous Information Networks with Edge Betweenness-based Normalization. In WSDM. https://doi.org/10.1145/2835776.2835799	('Transductive Classification on Heterogeneous Information Networks with Edge Betweenness-based Normalization', 2016.0)	False	1.0	1.0	2016.0	Transductive Classification on Heterogeneous Information Networks with Edge Betweenness-based Normalization	Phiradet Bangcharoensap and Tsuyoshi Murata and Hayato Kobayashi and Nobuyuki Shimizu	http://dx.doi.org/10.1145/2835776.2835799	./bibliographies\database193.txt	27.0	4.0
Andreas Spitz and EmÅ‘ke-Ã\x81gnes HorvÃ¡t. 2014. Measuring Long-Term Impact Based on Network Centrality: Unraveling Cinematic Citations. PloS one 9, 10 (2014), e108857. https://doi.org/10.1371/journal.pone.0108857	('Measuring Long-Term Impact Based on Network Centrality: Unraveling Cinematic Citations', 2014.0)	False	1.0	1.0	2014.0	Measuring Long-Term Impact Based on Network Centrality: Unraveling Cinematic Citations	Andreas Spitz and Em\u0151ke-Ágnes Horvát	http://dx.doi.org/10.1371/journal.pone.0108857	./bibliographies\database193.txt	56.0	12.0
Ning Yan, Sona Hasani, Abolfazl Asudeh, and Chengkai Li. 2016. Generating Preview Tables for Entity Graphs. In SIGMOD. https://doi.org/10.1145/2882903.2915221	('Generating Preview Tables for Entity Graphs', 2016.0)	False	1.0	1.0	2016.0	Generating Preview Tables for Entity Graphs	Ning Yan and Sona Hasani and Abolfazl Asudeh and Chengkai Li	http://dx.doi.org/10.1145/2882903.2915221	./bibliographies\database193.txt	22.0	0.0
Arnab Sinha, Zhihong Shen, Yang Song, Hao Ma, Darrin Eide, Bo-June (Paul) Hsu, and Kuansan Wang. 2015. An Overview of Microsoft Academic Service (MAS) and Applications. In WWW Companion. https://doi.org/10.1145/2740908.2742839	('An Overview of Microsoft Academic Service (MAS) and Applications', 2015.0)	False	1.0	1.0	2015.0	An Overview of Microsoft Academic Service (MAS) and Applications	Arnab Sinha and Zhihong Shen and Yang Song and Hao Ma and Darrin Eide and Bo-June (Paul) Hsu and Kuansan Wang	http://dx.doi.org/10.1145/2740908.2742839	./bibliographies\database193.txt	14.0	37.0
Yizhou Sun and Jiawei Han. 2012. Mining Heterogeneous Information Networks: Principles and Methodologies. Morgan & Claypool Publishers. https://doi.org/10.2200/S00433ED1V01Y201207DMK005	('Mining Heterogeneous Information Networks: Principles and Methodologies', 2012.0)	False	1.0	1.0	2012.0	Mining Heterogeneous Information Networks: Principles and Methodologies	Yizhou Sun and Jiawei Han	http://dx.doi.org/10.2200/s00433ed1v01y201207dmk005	./bibliographies\database193.txt	89.0	49.0
Xiujuan Wang, Natali Gulbahce, and Haiyuan Yu. 2011. Network-based Methods for Human Disease Gene Prediction. Briefings in functional genomics 10, 5 (2011),280â€“293. https://doi.org/10.1093/bfgp/elr024	('Network-based methods for human disease gene prediction', 2011.0)	False	1.0	1.0	2011.0	Network-based methods for human disease gene prediction	X. Wang and N. Gulbahce and H. Yu	http://dx.doi.org/10.1093/bfgp/elr024	./bibliographies\database193.txt	81.0	93.0
Drahomira Herrmannova and Petr Knoth. 2016. Simple Yet Effective Methods for Large-Scale Scholarly Publication Ranking. CoRR abs/1611.05222. http://arxiv.org/abs/1611.05222	('10.3726/978-3-653-05222-0/9', 'None')	False	0.0	1.0	None	10.3726/978-3-653-05222-0/9	None	http://dx.doi.org/10.3726/978-3-653-05222-0/9	./bibliographies\database193.txt	0.0	0.0
Delbert Dueck and Brendan J Frey, â€œNon-metric affinity propagation for unsupervised image categorization,â€\x9d in IEEE ICCV, 2007, pp. 1â€“8.	('Non-metric affinity propagation for unsupervised image categorization', 2007.0)	False	1.0	1.0	2007.0	Non-metric affinity propagation for unsupervised image categorization	Delbert Dueck and Brendan J. Frey	http://dx.doi.org/10.1109/iccv.2007.4408853	./bibliographies\database194.txt	21.0	59.0
Baochen Sun, Jiashi Feng, and Kate Saenko, â€œReturn of frustratingly easy domain adaptation,â€\x9d in AAAI, 2016.	('Frustratingly Easy NBNN Domain Adaptation', 2013.0)	False	0.0	1.0	2013.0	Frustratingly Easy NBNN Domain Adaptation	Tatiana Tommasi and Barbara Caputo	http://dx.doi.org/10.1109/iccv.2013.116	./bibliographies\database194.txt	29.0	21.0
Herbert Bay, Tinne Tuytelaars, and Luc Van Gool, â€œSurf: Speeded up robust features,â€\x9d in ECCV, 2006, pp. 404â€“417.	('SURF: Speeded Up Robust Features', 2006.0)	False	1.0	1.0	2006.0	SURF: Speeded Up Robust Features	Herbert Bay and Tinne Tuytelaars and Luc Van Gool	http://dx.doi.org/10.1007/11744023_32	./bibliographies\database194.txt	27.0	1286.0
Stephen Boyd et al., â€œDistributed optimization and statistical learning via the alternating direction method of multipliers,â€\x9d Foundations and Trends R in Machine Learning, vol. 3, no. 1, pp. 1â€“122, 2011.	('Distributed Optimization and Statistical Learning via the Alternating Direction Method of Multipliers', 2010.0)	False	1.0	1.0	2010.0	Distributed Optimization and Statistical Learning via the Alternating Direction Method of Multipliers	Stephen Boyd	http://dx.doi.org/10.1561/2200000016	./bibliographies\database194.txt	0.0	3404.0
Raghuraman Gopalan, Ruonan Li, and Rama Chellappa, â€œUnsupervised adaptation across domain shifts by generating intermediate data representations,â€\x9d IEEE TPAMI, vol. 36, no. 11, pp. 2288â€“2302, 2014.	('Unsupervised Adaptation Across Domain Shifts by Generating Intermediate Data Representations', 2014.0)	False	1.0	1.0	2014.0	Unsupervised Adaptation Across Domain Shifts by Generating Intermediate Data Representations	None	http://dx.doi.org/10.1109/tpami.2013.249	./bibliographies\database194.txt	58.0	45.0
Masashi Sugiyama, Shinichi Nakajima, Hisashi Kashima, Paul V Buenau, and Motoaki Kawanabe, â€œDirect importance estimation with model selection and its application to covariate shift adaptation,â€\x9d in NIPS, 2008, pp. 1433â€“1440.	('Importance Estimation', 2012.0)	False	1.0	1.0	2012.0	Importance Estimation	Masashi Sugiyama and Motoaki Kawanabe	http://dx.doi.org/10.7551/mitpress/9780262017091.003.0004	./bibliographies\database194.txt	0.0	0.0
